,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1, , .1,Attend.,Notes
27,"Wed, Dec 28, 2011",7:00 pm,Oklahoma City Thunder,98.0,Memphis Grizzlies,95.0,Box Score,,18119.0,
28,"Wed, Dec 28, 2011",7:00 pm,Boston Celtics,78.0,New Orleans Hornets,97.0,Box Score,,17802.0,
29,"Wed, Dec 28, 2011",7:00 pm,Philadelphia 76ers,103.0,Phoenix Suns,83.0,Box Score,,16360.0,
30,"Wed, Dec 28, 2011",7:30 pm,Los Angeles Clippers,90.0,San Antonio Spurs,115.0,Box Score,,18581.0,
31,"Wed, Dec 28, 2011",6:00 pm,Indiana Pacers,90.0,Toronto Raptors,85.0,Box Score,,19800.0,
32,"Thu, Dec 29, 2011",7:00 pm,San Antonio Spurs,85.0,Houston Rockets,105.0,Box Score,,18267.0,
33,"Thu, Dec 29, 2011",7:30 pm,New York Knicks,82.0,Los Angeles Lakers,99.0,Box Score,,18997.0,
34,"Thu, Dec 29, 2011",7:00 pm,Dallas Mavericks,102.0,Oklahoma City Thunder,104.0,Box Score,,18203.0,
35,"Thu, Dec 29, 2011",7:00 pm,New Jersey Nets,78.0,Orlando Magic,94.0,Box Score,,18954.0,
36,"Thu, Dec 29, 2011",7:00 pm,Denver Nuggets,102.0,Portland Trail Blazers,111.0,Box Score,,20531.0,
37,"Thu, Dec 29, 2011",7:00 pm,Chicago Bulls,108.0,Sacramento Kings,98.0,Box Score,,17317.0,
38,"Fri, Dec 30, 2011",7:30 pm,New Jersey Nets,98.0,Atlanta Hawks,105.0,Box Score,,16300.0,
39,"Fri, Dec 30, 2011",7:30 pm,Detroit Pistons,85.0,Boston Celtics,96.0,Box Score,,18624.0,
40,"Fri, Dec 30, 2011",7:00 pm,Orlando Magic,100.0,Charlotte Bobcats,79.0,Box Score,,18064.0,
41,"Fri, Dec 30, 2011",7:30 pm,Toronto Raptors,86.0,Dallas Mavericks,99.0,Box Score,,20307.0,
42,"Fri, Dec 30, 2011",7:00 pm,Cleveland Cavaliers,91.0,Indiana Pacers,98.0,Box Score,OT,13004.0,
43,"Fri, Dec 30, 2011",7:30 pm,Chicago Bulls,114.0,Los Angeles Clippers,101.0,Box Score,,19426.0,
44,"Fri, Dec 30, 2011",7:00 pm,Houston Rockets,93.0,Memphis Grizzlies,113.0,Box Score,,16069.0,
45,"Fri, Dec 30, 2011",7:30 pm,Washington Wizards,81.0,Milwaukee Bucks,102.0,Box Score,,17065.0,
46,"Fri, Dec 30, 2011",7:00 pm,Miami Heat,103.0,Minnesota Timberwolves,101.0,Box Score,,19356.0,
47,"Fri, Dec 30, 2011",7:00 pm,Phoenix Suns,93.0,New Orleans Hornets,78.0,Box Score,,15790.0,
48,"Fri, Dec 30, 2011",7:00 pm,Philadelphia 76ers,99.0,Utah Jazz,102.0,Box Score,,19911.0,
49,"Sat, Dec 31, 2011",6:00 pm,Indiana Pacers,88.0,Detroit Pistons,96.0,Box Score,,8824.0,
50,"Sat, Dec 31, 2011",6:00 pm,Philadelphia 76ers,107.0,Golden State Warriors,79.0,Box Score,,19084.0,
51,"Sat, Dec 31, 2011",6:00 pm,Atlanta Hawks,84.0,Houston Rockets,95.0,Box Score,,14390.0,
52,"Sat, Dec 31, 2011",12:30 pm,Denver Nuggets,89.0,Los Angeles Lakers,92.0,Box Score,,18997.0,
53,"Sat, Dec 31, 2011",7:00 pm,Phoenix Suns,97.0,Oklahoma City Thunder,107.0,Box Score,,18203.0,
54,"Sat, Dec 31, 2011",5:00 pm,New York Knicks,114.0,Sacramento Kings,92.0,Box Score,,16175.0,
55,"Sat, Dec 31, 2011",7:30 pm,Utah Jazz,89.0,San Antonio Spurs,104.0,Box Score,,17769.0,
0,"Sun, Jan 1, 2012",7:00 pm,Memphis Grizzlies,64.0,Chicago Bulls,104.0,Box Score,,22763.0,
1,"Sun, Jan 1, 2012",6:00 pm,New Jersey Nets,82.0,Cleveland Cavaliers,98.0,Box Score,,15084.0,
2,"Sun, Jan 1, 2012",6:00 pm,Los Angeles Lakers,90.0,Denver Nuggets,99.0,Box Score,,19155.0,
3,"Sun, Jan 1, 2012",6:30 pm,Portland Trail Blazers,88.0,Los Angeles Clippers,93.0,Box Score,,19060.0,
4,"Sun, Jan 1, 2012",6:00 pm,Charlotte Bobcats,90.0,Miami Heat,129.0,Box Score,,20016.0,
5,"Sun, Jan 1, 2012",6:00 pm,Dallas Mavericks,82.0,Minnesota Timberwolves,99.0,Box Score,,15115.0,
6,"Sun, Jan 1, 2012",6:00 pm,Toronto Raptors,96.0,Orlando Magic,102.0,Box Score,,18846.0,
7,"Sun, Jan 1, 2012",6:00 pm,New Orleans Hornets,80.0,Sacramento Kings,96.0,Box Score,,13628.0,
8,"Sun, Jan 1, 2012",6:00 pm,Boston Celtics,94.0,Washington Wizards,86.0,Box Score,,17458.0,
9,"Mon, Jan 2, 2012",7:30 pm,Washington Wizards,92.0,Boston Celtics,100.0,Box Score,,18624.0,
10,"Mon, Jan 2, 2012",7:30 pm,Oklahoma City Thunder,87.0,Dallas Mavericks,100.0,Box Score,,20108.0,
11,"Mon, Jan 2, 2012",7:00 pm,Milwaukee Bucks,86.0,Denver Nuggets,91.0,Box Score,,14142.0,
12,"Mon, Jan 2, 2012",7:30 pm,Orlando Magic,78.0,Detroit Pistons,89.0,Box Score,,8120.0,
13,"Mon, Jan 2, 2012",7:30 pm,Atlanta Hawks,100.0,Miami Heat,92.0,Box Score,,20078.0,
14,"Mon, Jan 2, 2012",7:00 pm,San Antonio Spurs,96.0,Minnesota Timberwolves,106.0,Box Score,,14514.0,
15,"Mon, Jan 2, 2012",7:30 pm,Indiana Pacers,108.0,New Jersey Nets,94.0,Box Score,,12519.0,
16,"Mon, Jan 2, 2012",7:30 pm,Toronto Raptors,90.0,New York Knicks,85.0,Box Score,,19763.0,
17,"Mon, Jan 2, 2012",1:30 pm,Golden State Warriors,91.0,Phoenix Suns,102.0,Box Score,,14793.0,
18,"Mon, Jan 2, 2012",7:00 pm,New Orleans Hornets,90.0,Utah Jazz,94.0,Box Score,,19159.0,
19,"Tue, Jan 3, 2012",7:00 pm,Atlanta Hawks,74.0,Chicago Bulls,76.0,Box Score,,22166.0,
20,"Tue, Jan 3, 2012",7:00 pm,Charlotte Bobcats,101.0,Cleveland Cavaliers,115.0,Box Score,,14173.0,
21,"Tue, Jan 3, 2012",7:30 pm,Houston Rockets,99.0,Los Angeles Lakers,108.0,Box Score,,18997.0,
22,"Tue, Jan 3, 2012",7:00 pm,Sacramento Kings,96.0,Memphis Grizzlies,113.0,Box Score,,12391.0,
23,"Tue, Jan 3, 2012",7:00 pm,Portland Trail Blazers,103.0,Oklahoma City Thunder,93.0,Box Score,,18203.0,
24,"Tue, Jan 3, 2012",7:00 pm,Milwaukee Bucks,73.0,Utah Jazz,85.0,Box Score,,17756.0,
25,"Wed, Jan 4, 2012",7:30 pm,New Jersey Nets,70.0,Boston Celtics,89.0,Box Score,,18624.0,
26,"Wed, Jan 4, 2012",7:30 pm,Phoenix Suns,89.0,Dallas Mavericks,98.0,Box Score,,19885.0,
27,"Wed, Jan 4, 2012",7:00 pm,Sacramento Kings,83.0,Denver Nuggets,110.0,Box Score,,14562.0,
28,"Wed, Jan 4, 2012",7:30 pm,Chicago Bulls,99.0,Detroit Pistons,83.0,Box Score,,9125.0,
29,"Wed, Jan 4, 2012",7:30 pm,Houston Rockets,89.0,Los Angeles Clippers,117.0,Box Score,,19060.0,
30,"Wed, Jan 4, 2012",7:30 pm,Indiana Pacers,83.0,Miami Heat,118.0,Box Score,,20201.0,
31,"Wed, Jan 4, 2012",7:00 pm,Memphis Grizzlies,90.0,Minnesota Timberwolves,86.0,Box Score,,17404.0,
32,"Wed, Jan 4, 2012",7:00 pm,Philadelphia 76ers,101.0,New Orleans Hornets,93.0,Box Score,,12387.0,
33,"Wed, Jan 4, 2012",7:30 pm,Charlotte Bobcats,118.0,New York Knicks,110.0,Box Score,,19763.0,
34,"Wed, Jan 4, 2012",7:00 pm,Washington Wizards,85.0,Orlando Magic,103.0,Box Score,,18846.0,
35,"Wed, Jan 4, 2012",7:30 pm,Golden State Warriors,95.0,San Antonio Spurs,101.0,Box Score,,16751.0,
36,"Wed, Jan 4, 2012",7:00 pm,Cleveland Cavaliers,77.0,Toronto Raptors,92.0,Box Score,,14468.0,
37,"Thu, Jan 5, 2012",8:00 pm,Miami Heat,116.0,Atlanta Hawks,109.0,Box Score,3OT,18371.0,
38,"Thu, Jan 5, 2012",7:30 pm,Los Angeles Lakers,96.0,Portland Trail Blazers,107.0,Box Score,,20444.0,
39,"Thu, Jan 5, 2012",7:00 pm,Milwaukee Bucks,100.0,Sacramento Kings,103.0,Box Score,,11813.0,
40,"Thu, Jan 5, 2012",7:30 pm,Dallas Mavericks,71.0,San Antonio Spurs,93.0,Box Score,,18581.0,
41,"Fri, Jan 6, 2012",7:30 pm,Indiana Pacers,87.0,Boston Celtics,74.0,Box Score,,18624.0,
42,"Fri, Jan 6, 2012",7:00 pm,Atlanta Hawks,102.0,Charlotte Bobcats,96.0,Box Score,OT,17827.0,
43,"Fri, Jan 6, 2012",7:30 pm,Golden State Warriors,90.0,Los Angeles Lakers,97.0,Box Score,,18997.0,
44,"Fri, Jan 6, 2012",7:00 pm,Cleveland Cavaliers,98.0,Minnesota Timberwolves,87.0,Box Score,,16943.0,
45,"Fri, Jan 6, 2012",7:00 pm,Denver Nuggets,96.0,New Orleans Hornets,88.0,Box Score,,13035.0,
46,"Fri, Jan 6, 2012",7:00 pm,Houston Rockets,94.0,Oklahoma City Thunder,109.0,Box Score,,18203.0,
47,"Fri, Jan 6, 2012",8:00 pm,Chicago Bulls,97.0,Orlando Magic,83.0,Box Score,,18912.0,
48,"Fri, Jan 6, 2012",7:00 pm,Detroit Pistons,73.0,Philadelphia 76ers,96.0,Box Score,,19408.0,
49,"Fri, Jan 6, 2012",8:30 pm,Portland Trail Blazers,77.0,Phoenix Suns,102.0,Box Score,,16235.0,
50,"Fri, Jan 6, 2012",7:00 pm,New Jersey Nets,97.0,Toronto Raptors,85.0,Box Score,,16771.0,
51,"Fri, Jan 6, 2012",7:00 pm,Memphis Grizzlies,85.0,Utah Jazz,94.0,Box Score,,19503.0,
52,"Fri, Jan 6, 2012",7:00 pm,New York Knicks,99.0,Washington Wizards,96.0,Box Score,,16998.0,
53,"Sat, Jan 7, 2012",7:00 pm,Chicago Bulls,94.0,Atlanta Hawks,109.0,Box Score,,17112.0,
54,"Sat, Jan 7, 2012",8:00 pm,New Orleans Hornets,81.0,Dallas Mavericks,96.0,Box Score,,20409.0,
55,"Sat, Jan 7, 2012",7:30 pm,New York Knicks,103.0,Detroit Pistons,80.0,Box Score,,12044.0,
56,"Sat, Jan 7, 2012",7:30 pm,Utah Jazz,88.0,Golden State Warriors,87.0,Box Score,,19596.0,
57,"Sat, Jan 7, 2012",7:00 pm,Oklahoma City Thunder,98.0,Houston Rockets,95.0,Box Score,,14327.0,
58,"Sat, Jan 7, 2012",7:00 pm,Charlotte Bobcats,77.0,Indiana Pacers,99.0,Box Score,,17226.0,
59,"Sat, Jan 7, 2012",7:30 pm,Milwaukee Bucks,86.0,Los Angeles Clippers,92.0,Box Score,,19229.0,
60,"Sat, Jan 7, 2012",7:30 pm,Miami Heat,101.0,New Jersey Nets,90.0,Box Score,,18711.0,
61,"Sat, Jan 7, 2012",8:00 pm,Toronto Raptors,62.0,Philadelphia 76ers,97.0,Box Score,,14522.0,
62,"Sat, Jan 7, 2012",7:30 pm,Denver Nuggets,117.0,San Antonio Spurs,121.0,Box Score,,17537.0,
63,"Sun, Jan 8, 2012",6:30 pm,Memphis Grizzlies,82.0,Los Angeles Lakers,90.0,Box Score,,18997.0,
64,"Sun, Jan 8, 2012",6:00 pm,San Antonio Spurs,96.0,Oklahoma City Thunder,108.0,Box Score,,18203.0,
65,"Sun, Jan 8, 2012",6:00 pm,Milwaukee Bucks,93.0,Phoenix Suns,109.0,Box Score,,13420.0,
66,"Sun, Jan 8, 2012",6:00 pm,Cleveland Cavaliers,78.0,Portland Trail Blazers,98.0,Box Score,,20292.0,
67,"Sun, Jan 8, 2012",3:00 pm,Orlando Magic,104.0,Sacramento Kings,97.0,Box Score,,14150.0,
68,"Sun, Jan 8, 2012",1:00 pm,Minnesota Timberwolves,93.0,Washington Wizards,72.0,Box Score,,13095.0,
69,"Mon, Jan 9, 2012",7:00 pm,Detroit Pistons,68.0,Chicago Bulls,92.0,Box Score,,21530.0,
70,"Mon, Jan 9, 2012",7:00 pm,New Orleans Hornets,94.0,Denver Nuggets,81.0,Box Score,,14002.0,
71,"Mon, Jan 9, 2012",7:30 pm,Atlanta Hawks,106.0,New Jersey Nets,101.0,Box Score,,12259.0,
72,"Mon, Jan 9, 2012",7:30 pm,Charlotte Bobcats,87.0,New York Knicks,91.0,Box Score,,19763.0,
73,"Mon, Jan 9, 2012",7:00 pm,Indiana Pacers,86.0,Philadelphia 76ers,96.0,Box Score,,8612.0,
74,"Mon, Jan 9, 2012",7:00 pm,Minnesota Timberwolves,87.0,Toronto Raptors,97.0,Box Score,,14097.0,
75,"Tue, Jan 10, 2012",7:00 pm,Houston Rockets,82.0,Charlotte Bobcats,70.0,Box Score,,13421.0,
76,"Tue, Jan 10, 2012",7:30 pm,Dallas Mavericks,100.0,Detroit Pistons,86.0,Box Score,,10073.0,
77,"Tue, Jan 10, 2012",7:30 pm,Miami Heat,106.0,Golden State Warriors,111.0,Box Score,OT,19596.0,
78,"Tue, Jan 10, 2012",7:30 pm,Phoenix Suns,83.0,Los Angeles Lakers,99.0,Box Score,,18997.0,
79,"Tue, Jan 10, 2012",7:00 pm,Oklahoma City Thunder,100.0,Memphis Grizzlies,95.0,Box Score,,13601.0,
80,"Tue, Jan 10, 2012",7:00 pm,San Antonio Spurs,103.0,Milwaukee Bucks,106.0,Box Score,,11585.0,
81,"Tue, Jan 10, 2012",7:00 pm,Chicago Bulls,111.0,Minnesota Timberwolves,100.0,Box Score,,19356.0,
82,"Tue, Jan 10, 2012",7:00 pm,Sacramento Kings,85.0,Philadelphia 76ers,112.0,Box Score,,10255.0,
83,"Tue, Jan 10, 2012",7:00 pm,Los Angeles Clippers,97.0,Portland Trail Blazers,105.0,Box Score,,20381.0,
84,"Tue, Jan 10, 2012",7:00 pm,Cleveland Cavaliers,105.0,Utah Jazz,113.0,Box Score,,17859.0,
85,"Tue, Jan 10, 2012",7:00 pm,Toronto Raptors,78.0,Washington Wizards,93.0,Box Score,,14077.0,
86,"Wed, Jan 11, 2012",8:00 pm,Dallas Mavericks,90.0,Boston Celtics,85.0,Box Score,,18624.0,
87,"Wed, Jan 11, 2012",7:00 pm,Washington Wizards,64.0,Chicago Bulls,78.0,Box Score,,21366.0,
88,"Wed, Jan 11, 2012",7:00 pm,New Jersey Nets,115.0,Denver Nuggets,123.0,Box Score,,14139.0,
89,"Wed, Jan 11, 2012",7:00 pm,Atlanta Hawks,84.0,Indiana Pacers,96.0,Box Score,,10334.0,
90,"Wed, Jan 11, 2012",7:30 pm,Miami Heat,89.0,Los Angeles Clippers,95.0,Box Score,OT,19341.0,
91,"Wed, Jan 11, 2012",7:00 pm,Oklahoma City Thunder,95.0,New Orleans Hornets,85.0,Box Score,,13565.0,
92,"Wed, Jan 11, 2012",7:30 pm,Philadelphia 76ers,79.0,New York Knicks,85.0,Box Score,,19763.0,
93,"Wed, Jan 11, 2012",7:00 pm,Orlando Magic,107.0,Portland Trail Blazers,104.0,Box Score,,20467.0,
94,"Wed, Jan 11, 2012",7:30 pm,Houston Rockets,95.0,San Antonio Spurs,101.0,Box Score,OT,17381.0,
95,"Wed, Jan 11, 2012",7:00 pm,Sacramento Kings,98.0,Toronto Raptors,91.0,Box Score,,14323.0,
96,"Wed, Jan 11, 2012",7:00 pm,Los Angeles Lakers,90.0,Utah Jazz,87.0,Box Score,OT,19642.0,
97,"Thu, Jan 12, 2012",7:30 pm,Charlotte Bobcats,81.0,Atlanta Hawks,111.0,Box Score,,10597.0,
98,"Thu, Jan 12, 2012",7:30 pm,Orlando Magic,117.0,Golden State Warriors,109.0,Box Score,,17754.0,
99,"Thu, Jan 12, 2012",7:00 pm,New York Knicks,83.0,Memphis Grizzlies,94.0,Box Score,,15324.0,
100,"Thu, Jan 12, 2012",7:00 pm,Detroit Pistons,93.0,Milwaukee Bucks,102.0,Box Score,,11465.0,
101,"Thu, Jan 12, 2012",7:00 pm,Cleveland Cavaliers,101.0,Phoenix Suns,90.0,Box Score,,14636.0,
102,"Fri, Jan 13, 2012",8:00 pm,Chicago Bulls,88.0,Boston Celtics,79.0,Box Score,,18624.0,
103,"Fri, Jan 13, 2012",7:00 pm,Detroit Pistons,98.0,Charlotte Bobcats,81.0,Box Score,,18043.0,
104,"Fri, Jan 13, 2012",7:30 pm,Milwaukee Bucks,76.0,Dallas Mavericks,102.0,Box Score,,20112.0,
105,"Fri, Jan 13, 2012",8:30 pm,Miami Heat,104.0,Denver Nuggets,117.0,Box Score,,19155.0,
106,"Fri, Jan 13, 2012",7:00 pm,Sacramento Kings,89.0,Houston Rockets,103.0,Box Score,,12870.0,
107,"Fri, Jan 13, 2012",7:30 pm,Cleveland Cavaliers,92.0,Los Angeles Lakers,97.0,Box Score,,18997.0,
108,"Fri, Jan 13, 2012",7:00 pm,Minnesota Timberwolves,87.0,New Orleans Hornets,80.0,Box Score,,14295.0,
109,"Fri, Jan 13, 2012",7:00 pm,Washington Wizards,89.0,Philadelphia 76ers,120.0,Box Score,,14213.0,
110,"Fri, Jan 13, 2012",7:00 pm,New Jersey Nets,110.0,Phoenix Suns,103.0,Box Score,,15191.0,
111,"Fri, Jan 13, 2012",7:30 pm,Portland Trail Blazers,83.0,San Antonio Spurs,99.0,Box Score,,18581.0,
112,"Fri, Jan 13, 2012",7:00 pm,Indiana Pacers,95.0,Toronto Raptors,90.0,Box Score,,15302.0,
113,"Sat, Jan 14, 2012",7:00 pm,Minnesota Timberwolves,91.0,Atlanta Hawks,93.0,Box Score,,13135.0,
114,"Sat, Jan 14, 2012",7:00 pm,Golden State Warriors,100.0,Charlotte Bobcats,112.0,Box Score,,16122.0,
115,"Sat, Jan 14, 2012",7:00 pm,Toronto Raptors,64.0,Chicago Bulls,77.0,Box Score,,21962.0,
116,"Sat, Jan 14, 2012",8:00 pm,Sacramento Kings,60.0,Dallas Mavericks,99.0,Box Score,,20313.0,
117,"Sat, Jan 14, 2012",7:00 pm,Portland Trail Blazers,105.0,Houston Rockets,107.0,Box Score,OT,11676.0,
118,"Sat, Jan 14, 2012",7:00 pm,Boston Celtics,83.0,Indiana Pacers,97.0,Box Score,,14203.0,
119,"Sat, Jan 14, 2012",7:30 pm,Los Angeles Lakers,94.0,Los Angeles Clippers,102.0,Box Score,,19895.0,
120,"Sat, Jan 14, 2012",7:00 pm,New Orleans Hornets,99.0,Memphis Grizzlies,108.0,Box Score,,14983.0,
121,"Sat, Jan 14, 2012",7:00 pm,New York Knicks,92.0,Oklahoma City Thunder,104.0,Box Score,,18203.0,
122,"Sat, Jan 14, 2012",7:00 pm,New Jersey Nets,94.0,Utah Jazz,107.0,Box Score,,19557.0,
123,"Sat, Jan 14, 2012",7:00 pm,Philadelphia 76ers,103.0,Washington Wizards,90.0,Box Score,,13998.0,
124,"Sun, Jan 15, 2012",6:00 pm,Utah Jazz,106.0,Denver Nuggets,96.0,Box Score,,16208.0,
125,"Sun, Jan 15, 2012",6:00 pm,Golden State Warriors,99.0,Detroit Pistons,91.0,Box Score,,11774.0,
126,"Sun, Jan 15, 2012",8:00 pm,Phoenix Suns,91.0,San Antonio Spurs,102.0,Box Score,,18581.0,
127,"Mon, Jan 16, 2012",4:00 pm,Toronto Raptors,84.0,Atlanta Hawks,93.0,Box Score,,11050.0,
128,"Mon, Jan 16, 2012",8:00 pm,Oklahoma City Thunder,97.0,Boston Celtics,88.0,Box Score,,18624.0,
129,"Mon, Jan 16, 2012",2:00 pm,Cleveland Cavaliers,102.0,Charlotte Bobcats,94.0,Box Score,,14988.0,
130,"Mon, Jan 16, 2012",12:30 pm,New Jersey Nets,91.0,Los Angeles Clippers,101.0,Box Score,,19060.0,
131,"Mon, Jan 16, 2012",7:30 pm,Dallas Mavericks,70.0,Los Angeles Lakers,73.0,Box Score,,18997.0,
132,"Mon, Jan 16, 2012",12:00 pm,Chicago Bulls,86.0,Memphis Grizzlies,102.0,Box Score,,18119.0,
133,"Mon, Jan 16, 2012",7:00 pm,Sacramento Kings,86.0,Minnesota Timberwolves,99.0,Box Score,,16159.0,
134,"Mon, Jan 16, 2012",2:00 pm,Portland Trail Blazers,84.0,New Orleans Hornets,77.0,Box Score,,14758.0,
135,"Mon, Jan 16, 2012",1:00 pm,Orlando Magic,102.0,New York Knicks,93.0,Box Score,,19763.0,
136,"Mon, Jan 16, 2012",2:00 pm,Milwaukee Bucks,82.0,Philadelphia 76ers,94.0,Box Score,,17281.0,
137,"Mon, Jan 16, 2012",2:00 pm,Houston Rockets,114.0,Washington Wizards,106.0,Box Score,,15594.0,
138,"Tue, Jan 17, 2012",7:00 pm,Phoenix Suns,97.0,Chicago Bulls,118.0,Box Score,,21347.0,
139,"Tue, Jan 17, 2012",7:00 pm,Golden State Warriors,105.0,Cleveland Cavaliers,95.0,Box Score,,13056.0,
140,"Tue, Jan 17, 2012",7:00 pm,Detroit Pistons,80.0,Houston Rockets,97.0,Box Score,,9318.0,
141,"Tue, Jan 17, 2012",7:30 pm,San Antonio Spurs,98.0,Miami Heat,120.0,Box Score,,19600.0,
142,"Tue, Jan 17, 2012",7:00 pm,Denver Nuggets,105.0,Milwaukee Bucks,95.0,Box Score,,11322.0,
143,"Tue, Jan 17, 2012",7:00 pm,Charlotte Bobcats,89.0,Orlando Magic,96.0,Box Score,,18846.0,
144,"Tue, Jan 17, 2012",7:00 pm,Los Angeles Clippers,79.0,Utah Jazz,108.0,Box Score,,19371.0,
145,"Wed, Jan 18, 2012",8:00 pm,Portland Trail Blazers,89.0,Atlanta Hawks,92.0,Box Score,,13729.0,
146,"Wed, Jan 18, 2012",7:30 pm,Toronto Raptors,73.0,Boston Celtics,96.0,Box Score,,18624.0,
147,"Wed, Jan 18, 2012",7:30 pm,Dallas Mavericks,89.0,Los Angeles Clippers,91.0,Box Score,,19252.0,
148,"Wed, Jan 18, 2012",7:00 pm,Detroit Pistons,85.0,Minnesota Timberwolves,93.0,Box Score,,15598.0,
149,"Wed, Jan 18, 2012",7:30 pm,Golden State Warriors,100.0,New Jersey Nets,107.0,Box Score,,12570.0,
150,"Wed, Jan 18, 2012",7:00 pm,Memphis Grizzlies,93.0,New Orleans Hornets,87.0,Box Score,,12045.0,
151,"Wed, Jan 18, 2012",7:30 pm,Phoenix Suns,91.0,New York Knicks,88.0,Box Score,,19763.0,
152,"Wed, Jan 18, 2012",7:00 pm,San Antonio Spurs,85.0,Orlando Magic,83.0,Box Score,OT,18846.0,
153,"Wed, Jan 18, 2012",7:00 pm,Denver Nuggets,108.0,Philadelphia 76ers,104.0,Box Score,OT,15201.0,
154,"Wed, Jan 18, 2012",7:00 pm,Indiana Pacers,88.0,Sacramento Kings,92.0,Box Score,,14170.0,
155,"Wed, Jan 18, 2012",7:00 pm,Oklahoma City Thunder,102.0,Washington Wizards,105.0,Box Score,,15075.0,
156,"Thu, Jan 19, 2012",7:00 pm,New Orleans Hornets,88.0,Houston Rockets,90.0,Box Score,OT,10845.0,
157,"Thu, Jan 19, 2012",8:00 pm,Los Angeles Lakers,87.0,Miami Heat,98.0,Box Score,,20004.0,
158,"Thu, Jan 19, 2012",8:30 pm,Dallas Mavericks,94.0,Utah Jazz,91.0,Box Score,,19911.0,
159,"Fri, Jan 20, 2012",7:30 pm,Phoenix Suns,79.0,Boston Celtics,71.0,Box Score,,18624.0,
160,"Fri, Jan 20, 2012",7:30 pm,Chicago Bulls,114.0,Cleveland Cavaliers,75.0,Box Score,,17871.0,
161,"Fri, Jan 20, 2012",7:30 pm,Memphis Grizzlies,98.0,Detroit Pistons,81.0,Box Score,,10255.0,
162,"Fri, Jan 20, 2012",7:30 pm,Indiana Pacers,94.0,Golden State Warriors,91.0,Box Score,,17621.0,
