,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1, , .1,Attend.,Notes
0,"Fri, Oct 29, 1982",Boston Celtics,104.0,Cleveland Cavaliers,93.0,Box Score,,8633.0,
1,"Fri, Oct 29, 1982",Dallas Mavericks,125.0,Denver Nuggets,117.0,Box Score,,12099.0,
2,"Fri, Oct 29, 1982",Atlanta Hawks,86.0,Detroit Pistons,94.0,Box Score,,15252.0,
3,"Fri, Oct 29, 1982",Washington Bullets,90.0,Indiana Pacers,93.0,Box Score,,3622.0,
4,"Fri, Oct 29, 1982",Portland Trail Blazers,111.0,Kansas City Kings,113.0,Box Score,,12492.0,
5,"Fri, Oct 29, 1982",Golden State Warriors,132.0,Los Angeles Lakers,117.0,Box Score,,15802.0,
6,"Fri, Oct 29, 1982",Chicago Bulls,102.0,New Jersey Nets,114.0,Box Score,,11042.0,
7,"Fri, Oct 29, 1982",Philadelphia 76ers,104.0,New York Knicks,89.0,Box Score,,19591.0,
8,"Fri, Oct 29, 1982",Phoenix Suns,113.0,San Diego Clippers,99.0,Box Score,,5063.0,
9,"Fri, Oct 29, 1982",Houston Rockets,95.0,Seattle SuperSonics,128.0,Box Score,,21885.0,
10,"Fri, Oct 29, 1982",San Antonio Spurs,120.0,Utah Jazz,114.0,Box Score,,8436.0,
11,"Sat, Oct 30, 1982",Boston Celtics,112.0,Atlanta Hawks,97.0,Box Score,,13419.0,
12,"Sat, Oct 30, 1982",Washington Bullets,143.0,Chicago Bulls,125.0,Box Score,,9218.0,
13,"Sat, Oct 30, 1982",Utah Jazz,128.0,Dallas Mavericks,123.0,Box Score,,9203.0,
14,"Sat, Oct 30, 1982",Houston Rockets,110.0,Golden State Warriors,117.0,Box Score,,7506.0,
15,"Sat, Oct 30, 1982",New York Knicks,86.0,Milwaukee Bucks,108.0,Box Score,,11052.0,
16,"Sat, Oct 30, 1982",New Jersey Nets,99.0,Philadelphia 76ers,110.0,Box Score,,18482.0,
17,"Sat, Oct 30, 1982",Portland Trail Blazers,107.0,San Antonio Spurs,112.0,Box Score,,12150.0,
18,"Sun, Oct 31, 1982",Milwaukee Bucks,119.0,Cleveland Cavaliers,95.0,Box Score,,6622.0,
19,"Sun, Oct 31, 1982",Phoenix Suns,110.0,Denver Nuggets,114.0,Box Score,,8893.0,
20,"Sun, Oct 31, 1982",Detroit Pistons,118.0,Indiana Pacers,115.0,Box Score,,4268.0,
21,"Sun, Oct 31, 1982",Seattle SuperSonics,127.0,San Diego Clippers,109.0,Box Score,,3507.0,
0,"Tue, Nov 2, 1982",Washington Bullets,88.0,Atlanta Hawks,105.0,Box Score,,5149.0,
1,"Tue, Nov 2, 1982",Detroit Pistons,128.0,Cleveland Cavaliers,119.0,Box Score,,2976.0,
2,"Tue, Nov 2, 1982",Dallas Mavericks,113.0,Houston Rockets,103.0,Box Score,,8491.0,
3,"Tue, Nov 2, 1982",Milwaukee Bucks,112.0,Kansas City Kings,119.0,Box Score,,7442.0,
4,"Tue, Nov 2, 1982",San Diego Clippers,100.0,New Jersey Nets,110.0,Box Score,,10220.0,
5,"Tue, Nov 2, 1982",Portland Trail Blazers,87.0,Phoenix Suns,92.0,Box Score,,10274.0,
6,"Tue, Nov 2, 1982",Seattle SuperSonics,120.0,Utah Jazz,92.0,Box Score,,7378.0,
7,"Wed, Nov 3, 1982",Indiana Pacers,104.0,Boston Celtics,111.0,Box Score,,15320.0,
8,"Wed, Nov 3, 1982",Houston Rockets,101.0,Dallas Mavericks,102.0,Box Score,,7798.0,
9,"Wed, Nov 3, 1982",Los Angeles Lakers,135.0,Denver Nuggets,134.0,Box Score,OT,14807.0,
10,"Wed, Nov 3, 1982",Chicago Bulls,144.0,Detroit Pistons,152.0,Box Score,,6288.0,
11,"Wed, Nov 3, 1982",New York Knicks,97.0,Golden State Warriors,99.0,Box Score,,13335.0,
12,"Wed, Nov 3, 1982",San Diego Clippers,111.0,Philadelphia 76ers,130.0,Box Score,,13674.0,
13,"Wed, Nov 3, 1982",San Antonio Spurs,107.0,Seattle SuperSonics,109.0,Box Score,,9808.0,
14,"Wed, Nov 3, 1982",New Jersey Nets,85.0,Washington Bullets,104.0,Box Score,,14872.0,
15,"Thu, Nov 4, 1982",Milwaukee Bucks,104.0,Atlanta Hawks,100.0,Box Score,,8895.0,
16,"Thu, Nov 4, 1982",Cleveland Cavaliers,111.0,Chicago Bulls,118.0,Box Score,,4520.0,
17,"Thu, Nov 4, 1982",Denver Nuggets,108.0,Los Angeles Lakers,131.0,Box Score,,12815.0,
18,"Thu, Nov 4, 1982",Utah Jazz,104.0,Phoenix Suns,119.0,Box Score,,10095.0,
19,"Thu, Nov 4, 1982",San Antonio Spurs,108.0,Portland Trail Blazers,107.0,Box Score,OT,12666.0,
20,"Fri, Nov 5, 1982",Washington Bullets,97.0,Boston Celtics,104.0,Box Score,,15320.0,
21,"Fri, Nov 5, 1982",New Jersey Nets,99.0,Cleveland Cavaliers,91.0,Box Score,,2981.0,
22,"Fri, Nov 5, 1982",Philadelphia 76ers,120.0,Detroit Pistons,109.0,Box Score,,28222.0,
23,"Fri, Nov 5, 1982",San Antonio Spurs,105.0,Golden State Warriors,104.0,Box Score,,10590.0,
24,"Fri, Nov 5, 1982",Dallas Mavericks,118.0,Kansas City Kings,113.0,Box Score,,7357.0,
