,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1, , .1,Attend.,Notes
0,"Fri, Nov 5, 1993",Indiana Pacers,110.0,Atlanta Hawks,116.0,Box Score,,12032.0,
1,"Fri, Nov 5, 1993",New York Knicks,111.0,Boston Celtics,108.0,Box Score,,14890.0,
2,"Fri, Nov 5, 1993",Chicago Bulls,124.0,Charlotte Hornets,123.0,Box Score,OT,23698.0,
3,"Fri, Nov 5, 1993",Milwaukee Bucks,94.0,Cleveland Cavaliers,91.0,Box Score,,17102.0,
4,"Fri, Nov 5, 1993",Minnesota Timberwolves,99.0,Detroit Pistons,104.0,Box Score,,21454.0,
5,"Fri, Nov 5, 1993",New Jersey Nets,88.0,Houston Rockets,110.0,Box Score,,11128.0,
6,"Fri, Nov 5, 1993",Portland Trail Blazers,95.0,Los Angeles Clippers,97.0,Box Score,,11246.0,
7,"Fri, Nov 5, 1993",Phoenix Suns,108.0,Los Angeles Lakers,116.0,Box Score,,17505.0,
8,"Fri, Nov 5, 1993",Orlando Magic,116.0,Miami Heat,96.0,Box Score,,15200.0,
9,"Fri, Nov 5, 1993",Washington Bullets,82.0,Philadelphia 76ers,94.0,Box Score,,14531.0,
10,"Fri, Nov 5, 1993",Denver Nuggets,100.0,Sacramento Kings,109.0,Box Score,,17317.0,
11,"Fri, Nov 5, 1993",Golden State Warriors,85.0,San Antonio Spurs,91.0,Box Score,,36523.0,
12,"Fri, Nov 5, 1993",Dallas Mavericks,86.0,Utah Jazz,102.0,Box Score,,19911.0,
13,"Sat, Nov 6, 1993",Miami Heat,95.0,Chicago Bulls,71.0,Box Score,,18676.0,
14,"Sat, Nov 6, 1993",Golden State Warriors,93.0,Dallas Mavericks,89.0,Box Score,,13195.0,
15,"Sat, Nov 6, 1993",Detroit Pistons,113.0,Indiana Pacers,107.0,Box Score,,14331.0,
16,"Sat, Nov 6, 1993",Charlotte Hornets,120.0,Milwaukee Bucks,103.0,Box Score,,18633.0,
17,"Sat, Nov 6, 1993",Utah Jazz,105.0,Minnesota Timberwolves,95.0,Box Score,,18827.0,
18,"Sat, Nov 6, 1993",Philadelphia 76ers,89.0,Orlando Magic,114.0,Box Score,,15291.0,
19,"Sat, Nov 6, 1993",Los Angeles Lakers,101.0,Seattle SuperSonics,129.0,Box Score,,14813.0,
