,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1, , .1,Attend.,Notes
0,"Fri, Oct 12, 1979",New York Knicks,104,Atlanta Hawks,121,Box Score,,,
1,"Fri, Oct 12, 1979",Houston Rockets,106,Boston Celtics,114,Box Score,,15320.0,
2,"Fri, Oct 12, 1979",Indiana Pacers,105,Detroit Pistons,114,Box Score,,,
3,"Fri, Oct 12, 1979",Milwaukee Bucks,103,Kansas City Kings,105,Box Score,,,
4,"Fri, Oct 12, 1979",Cleveland Cavaliers,95,New Jersey Nets,102,Box Score,,,
5,"Fri, Oct 12, 1979",Golden State Warriors,89,Phoenix Suns,97,Box Score,,,
6,"Fri, Oct 12, 1979",Utah Jazz,85,Portland Trail Blazers,101,Box Score,,,
7,"Fri, Oct 12, 1979",Los Angeles Lakers,103,San Diego Clippers,102,Box Score,,,
8,"Fri, Oct 12, 1979",Philadelphia 76ers,93,Washington Bullets,92,Box Score,,,
9,"Sat, Oct 13, 1979",Boston Celtics,139,Cleveland Cavaliers,117,Box Score,,,
10,"Sat, Oct 13, 1979",Milwaukee Bucks,125,Denver Nuggets,96,Box Score,,,
11,"Sat, Oct 13, 1979",Chicago Bulls,102,Golden State Warriors,96,Box Score,OT,,
12,"Sat, Oct 13, 1979",Atlanta Hawks,101,Indiana Pacers,115,Box Score,,,
13,"Sat, Oct 13, 1979",Washington Bullets,118,New York Knicks,125,Box Score,OT,,
14,"Sat, Oct 13, 1979",Houston Rockets,105,Philadelphia 76ers,113,Box Score,,,
15,"Sat, Oct 13, 1979",Detroit Pistons,112,San Antonio Spurs,110,Box Score,,,
16,"Sun, Oct 14, 1979",Chicago Bulls,102,Phoenix Suns,112,Box Score,,,
17,"Sun, Oct 14, 1979",Denver Nuggets,93,Portland Trail Blazers,109,Box Score,,,
18,"Sun, Oct 14, 1979",Seattle SuperSonics,93,San Diego Clippers,98,Box Score,,,
19,"Mon, Oct 15, 1979",Milwaukee Bucks,131,Utah Jazz,107,Box Score,,,
20,"Tue, Oct 16, 1979",San Antonio Spurs,118,Atlanta Hawks,116,Box Score,,,
21,"Tue, Oct 16, 1979",Detroit Pistons,117,Cleveland Cavaliers,137,Box Score,,,
22,"Tue, Oct 16, 1979",Golden State Warriors,108,Denver Nuggets,106,Box Score,,,
