,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1, , .1,Attend.,Notes
0,"Tue, Oct 28, 2003",7:30 pm,Dallas Mavericks,93.0,Los Angeles Lakers,109.0,Box Score,,18997.0,
1,"Tue, Oct 28, 2003",7:00 pm,Miami Heat,74.0,Philadelphia 76ers,89.0,Box Score,,18295.0,
2,"Tue, Oct 28, 2003",7:00 pm,Phoenix Suns,82.0,San Antonio Spurs,83.0,Box Score,,18797.0,
3,"Wed, Oct 29, 2003",7:00 pm,Miami Heat,75.0,Boston Celtics,98.0,Box Score,,18624.0,
4,"Wed, Oct 29, 2003",7:30 pm,Washington Wizards,99.0,Chicago Bulls,74.0,Box Score,,18127.0,
5,"Wed, Oct 29, 2003",7:00 pm,San Antonio Spurs,72.0,Denver Nuggets,80.0,Box Score,,17429.0,
6,"Wed, Oct 29, 2003",8:00 pm,Indiana Pacers,89.0,Detroit Pistons,87.0,Box Score,,22076.0,
7,"Wed, Oct 29, 2003",7:30 pm,Dallas Mavericks,95.0,Golden State Warriors,87.0,Box Score,,15816.0,
8,"Wed, Oct 29, 2003",7:00 pm,Milwaukee Bucks,89.0,Minnesota Timberwolves,95.0,Box Score,,17784.0,
9,"Wed, Oct 29, 2003",7:00 pm,Atlanta Hawks,83.0,New Orleans Hornets,88.0,Box Score,OT,15242.0,
10,"Wed, Oct 29, 2003",8:00 pm,Orlando Magic,85.0,New York Knicks,83.0,Box Score,OT,19763.0,
11,"Wed, Oct 29, 2003",7:30 pm,Cleveland Cavaliers,92.0,Sacramento Kings,106.0,Box Score,,17317.0,
12,"Wed, Oct 29, 2003",8:00 pm,New Jersey Nets,87.0,Toronto Raptors,90.0,Box Score,,18217.0,
13,"Wed, Oct 29, 2003",7:00 pm,Portland Trail Blazers,92.0,Utah Jazz,99.0,Box Score,,17306.0,
14,"Thu, Oct 30, 2003",7:00 pm,Denver Nuggets,85.0,Houston Rockets,102.0,Box Score,,18189.0,
15,"Thu, Oct 30, 2003",7:00 pm,New Orleans Hornets,100.0,Orlando Magic,98.0,Box Score,,15911.0,
16,"Thu, Oct 30, 2003",8:30 pm,Cleveland Cavaliers,86.0,Phoenix Suns,95.0,Box Score,,18422.0,
