,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1, , .1,Attend.,Notes
46,"Wed, Feb 10, 1999",Sacramento Kings,82,Houston Rockets,92,Box Score,,16285,
47,"Wed, Feb 10, 1999",Orlando Magic,89,New Jersey Nets,81,Box Score,,13217,
48,"Wed, Feb 10, 1999",Washington Wizards,88,New York Knicks,101,Box Score,,19763,
49,"Wed, Feb 10, 1999",Indiana Pacers,92,Portland Trail Blazers,100,Box Score,,19980,
50,"Wed, Feb 10, 1999",Los Angeles Clippers,99,Vancouver Grizzlies,105,Box Score,,14818,
51,"Thu, Feb 11, 1999",Charlotte Hornets,88,Atlanta Hawks,100,Box Score,,8611,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)"
52,"Thu, Feb 11, 1999",New York Knicks,73,Chicago Bulls,68,Box Score,,22194,
53,"Thu, Feb 11, 1999",San Antonio Spurs,89,Cleveland Cavaliers,99,Box Score,,14228,
54,"Thu, Feb 11, 1999",Houston Rockets,105,Dallas Mavericks,95,Box Score,,18121,
55,"Thu, Feb 11, 1999",Orlando Magic,87,Detroit Pistons,81,Box Score,,17783,
56,"Thu, Feb 11, 1999",Toronto Raptors,84,Miami Heat,102,Box Score,,14832,
57,"Thu, Feb 11, 1999",New Jersey Nets,75,Milwaukee Bucks,95,Box Score,,18031,
58,"Thu, Feb 11, 1999",Los Angeles Lakers,75,Minnesota Timberwolves,86,Box Score,,19006,
59,"Thu, Feb 11, 1999",Utah Jazz,82,Phoenix Suns,74,Box Score,,19023,
60,"Thu, Feb 11, 1999",Indiana Pacers,101,Vancouver Grizzlies,97,Box Score,,14914,
61,"Fri, Feb 12, 1999",Dallas Mavericks,94,Denver Nuggets,100,Box Score,,10012,
62,"Fri, Feb 12, 1999",Utah Jazz,97,Golden State Warriors,81,Box Score,,11022,
63,"Fri, Feb 12, 1999",San Antonio Spurs,98,Philadelphia 76ers,94,Box Score,,16892,
64,"Sat, Feb 13, 1999",Los Angeles Clippers,104,Phoenix Suns,107,Box Score,OT,19023,
65,"Sat, Feb 13, 1999",Denver Nuggets,92,Seattle SuperSonics,105,Box Score,,17072,
66,"Sun, Feb 14, 1999",San Antonio Spurs,89,Chicago Bulls,76,Box Score,,22386,
67,"Sun, Feb 14, 1999",Portland Trail Blazers,100,Golden State Warriors,105,Box Score,2OT,10847,
68,"Sun, Feb 14, 1999",Minnesota Timberwolves,95,Los Angeles Clippers,73,Box Score,,8592,
69,"Sun, Feb 14, 1999",Indiana Pacers,101,Los Angeles Lakers,99,Box Score,,17505,
70,"Sun, Feb 14, 1999",Milwaukee Bucks,82,Orlando Magic,85,Box Score,,15914,
71,"Sun, Feb 14, 1999",Atlanta Hawks,70,Philadelphia 76ers,78,Box Score,,13307,
72,"Sun, Feb 14, 1999",Dallas Mavericks,92,Vancouver Grizzlies,96,Box Score,,16059,
73,"Mon, Feb 15, 1999",Phoenix Suns,115,Denver Nuggets,106,Box Score,,10415,
74,"Mon, Feb 15, 1999",Minnesota Timberwolves,99,Golden State Warriors,101,Box Score,,13118,
75,"Mon, Feb 15, 1999",New Jersey Nets,72,Miami Heat,95,Box Score,,15200,
76,"Mon, Feb 15, 1999",Detroit Pistons,69,New York Knicks,78,Box Score,,19763,
77,"Mon, Feb 15, 1999",Dallas Mavericks,84,Portland Trail Blazers,99,Box Score,,18231,
78,"Mon, Feb 15, 1999",Sacramento Kings,112,Utah Jazz,120,Box Score,OT,19911,
79,"Tue, Feb 16, 1999",Atlanta Hawks,83,Chicago Bulls,67,Box Score,,22156,
80,"Tue, Feb 16, 1999",Orlando Magic,78,Cleveland Cavaliers,90,Box Score,,12918,
81,"Tue, Feb 16, 1999",Phoenix Suns,92,Houston Rockets,109,Box Score,,16285,
82,"Tue, Feb 16, 1999",Miami Heat,89,Indiana Pacers,78,Box Score,,15812,
83,"Tue, Feb 16, 1999",Vancouver Grizzlies,93,Los Angeles Clippers,89,Box Score,2OT,9626,"at Anaheim, CA"
84,"Tue, Feb 16, 1999",Charlotte Hornets,88,Los Angeles Lakers,116,Box Score,,14093,
85,"Tue, Feb 16, 1999",Detroit Pistons,82,New Jersey Nets,97,Box Score,,15633,
86,"Tue, Feb 16, 1999",Toronto Raptors,85,New York Knicks,95,Box Score,,19763,
87,"Tue, Feb 16, 1999",Milwaukee Bucks,93,Philadelphia 76ers,92,Box Score,,10976,
88,"Tue, Feb 16, 1999",Boston Celtics,98,Sacramento Kings,101,Box Score,,16576,
89,"Tue, Feb 16, 1999",Utah Jazz,56,Seattle SuperSonics,71,Box Score,,17072,
90,"Wed, Feb 17, 1999",Miami Heat,91,Detroit Pistons,80,Box Score,,17225,
91,"Wed, Feb 17, 1999",Charlotte Hornets,87,Golden State Warriors,96,Box Score,,9734,
92,"Wed, Feb 17, 1999",Dallas Mavericks,88,Los Angeles Lakers,101,Box Score,,13492,
93,"Wed, Feb 17, 1999",Chicago Bulls,83,Milwaukee Bucks,91,Box Score,,14682,
94,"Wed, Feb 17, 1999",Houston Rockets,102,Minnesota Timberwolves,116,Box Score,,18151,
95,"Wed, Feb 17, 1999",Washington Wizards,85,Orlando Magic,96,Box Score,,15147,
96,"Wed, Feb 17, 1999",Denver Nuggets,85,Portland Trail Blazers,100,Box Score,,17726,
97,"Wed, Feb 17, 1999",Phoenix Suns,79,San Antonio Spurs,76,Box Score,,16419,
98,"Wed, Feb 17, 1999",Sacramento Kings,109,Seattle SuperSonics,106,Box Score,OT,17072,
99,"Wed, Feb 17, 1999",Boston Celtics,131,Vancouver Grizzlies,129,Box Score,3OT,13041,
100,"Thu, Feb 18, 1999",New York Knicks,74,Cleveland Cavaliers,98,Box Score,,13910,
101,"Thu, Feb 18, 1999",Philadelphia 76ers,95,Indiana Pacers,99,Box Score,,15011,
102,"Thu, Feb 18, 1999",Houston Rockets,93,New Jersey Nets,92,Box Score,OT,18469,
103,"Thu, Feb 18, 1999",Washington Wizards,95,Toronto Raptors,88,Box Score,,14292,"at Toronto, Canada (SkyDome)"
104,"Thu, Feb 18, 1999",Denver Nuggets,86,Utah Jazz,97,Box Score,,19212,
105,"Fri, Feb 19, 1999",Orlando Magic,99,Atlanta Hawks,94,Box Score,OT,9154,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)"
106,"Fri, Feb 19, 1999",Dallas Mavericks,79,Golden State Warriors,84,Box Score,,11432,
107,"Fri, Feb 19, 1999",San Antonio Spurs,94,Los Angeles Lakers,106,Box Score,,17505,
108,"Fri, Feb 19, 1999",Vancouver Grizzlies,96,Minnesota Timberwolves,115,Box Score,,17907,
109,"Fri, Feb 19, 1999",New York Knicks,78,Philadelphia 76ers,67,Box Score,,19681,
110,"Fri, Feb 19, 1999",Detroit Pistons,101,Phoenix Suns,93,Box Score,,19023,
111,"Fri, Feb 19, 1999",Boston Celtics,86,Portland Trail Blazers,106,Box Score,,18345,
112,"Fri, Feb 19, 1999",Charlotte Hornets,95,Sacramento Kings,106,Box Score,,17317,
113,"Fri, Feb 19, 1999",Milwaukee Bucks,82,Toronto Raptors,90,Box Score,,14888,"at Toronto, Canada (SkyDome)"
114,"Fri, Feb 19, 1999",Chicago Bulls,91,Washington Wizards,93,Box Score,,19220,
115,"Sat, Feb 20, 1999",New Jersey Nets,84,Cleveland Cavaliers,89,Box Score,,15321,
116,"Sat, Feb 20, 1999",Dallas Mavericks,105,Los Angeles Clippers,90,Box Score,,10946,
117,"Sat, Feb 20, 1999",Houston Rockets,71,Miami Heat,81,Box Score,,15200,
118,"Sat, Feb 20, 1999",Indiana Pacers,82,Milwaukee Bucks,80,Box Score,,18173,
119,"Sat, Feb 20, 1999",Atlanta Hawks,76,Philadelphia 76ers,69,Box Score,,15159,
120,"Sat, Feb 20, 1999",Golden State Warriors,84,Portland Trail Blazers,90,Box Score,,17645,
121,"Sat, Feb 20, 1999",Seattle SuperSonics,80,Utah Jazz,110,Box Score,,19911,
122,"Sun, Feb 21, 1999",New Jersey Nets,79,Indiana Pacers,80,Box Score,,16531,
123,"Sun, Feb 21, 1999",Sacramento Kings,90,Minnesota Timberwolves,102,Box Score,,16848,
124,"Sun, Feb 21, 1999",Chicago Bulls,63,New York Knicks,79,Box Score,,19763,
125,"Sun, Feb 21, 1999",Houston Rockets,83,Orlando Magic,109,Box Score,,17248,
126,"Sun, Feb 21, 1999",Detroit Pistons,64,San Antonio Spurs,85,Box Score,,19495,
127,"Sun, Feb 21, 1999",Los Angeles Lakers,89,Seattle SuperSonics,92,Box Score,,17072,
128,"Sun, Feb 21, 1999",Vancouver Grizzlies,87,Toronto Raptors,102,Box Score,,19800,
129,"Sun, Feb 21, 1999",Boston Celtics,75,Washington Wizards,86,Box Score,,20674,
130,"Mon, Feb 22, 1999",Chicago Bulls,77,Atlanta Hawks,68,Box Score,,8258,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)"
131,"Mon, Feb 22, 1999",Philadelphia 76ers,106,Cleveland Cavaliers,97,Box Score,,13203,
132,"Mon, Feb 22, 1999",Los Angeles Lakers,113,Denver Nuggets,117,Box Score,OT,17171,
133,"Mon, Feb 22, 1999",San Antonio Spurs,89,Minnesota Timberwolves,95,Box Score,,15374,
134,"Mon, Feb 22, 1999",Sacramento Kings,96,Orlando Magic,107,Box Score,,16542,
135,"Mon, Feb 22, 1999",Dallas Mavericks,83,Phoenix Suns,101,Box Score,,18596,
136,"Mon, Feb 22, 1999",Los Angeles Clippers,89,Utah Jazz,104,Box Score,,19911,
137,"Tue, Feb 23, 1999",Milwaukee Bucks,90,Chicago Bulls,88,Box Score,,22302,
138,"Tue, Feb 23, 1999",Atlanta Hawks,85,Dallas Mavericks,89,Box Score,,13387,
139,"Tue, Feb 23, 1999",Toronto Raptors,80,Detroit Pistons,106,Box Score,,14187,
140,"Tue, Feb 23, 1999",Seattle SuperSonics,86,Houston Rockets,98,Box Score,,16285,
141,"Tue, Feb 23, 1999",Golden State Warriors,94,Los Angeles Clippers,89,Box Score,,8688,
142,"Tue, Feb 23, 1999",New Jersey Nets,74,New York Knicks,82,Box Score,,19763,
143,"Tue, Feb 23, 1999",Los Angeles Lakers,83,Vancouver Grizzlies,93,Box Score,,19193,
144,"Tue, Feb 23, 1999",Miami Heat,96,Washington Wizards,80,Box Score,,12879,
145,"Wed, Feb 24, 1999",Orlando Magic,79,Boston Celtics,111,Box Score,,18235,
146,"Wed, Feb 24, 1999",Miami Heat,91,Charlotte Hornets,83,Box Score,,17828,
147,"Wed, Feb 24, 1999",Utah Jazz,87,Denver Nuggets,97,Box Score,,10925,
148,"Wed, Feb 24, 1999",Cleveland Cavaliers,73,Detroit Pistons,89,Box Score,,13271,
149,"Wed, Feb 24, 1999",Toronto Raptors,84,Indiana Pacers,104,Box Score,,14700,
150,"Wed, Feb 24, 1999",Portland Trail Blazers,94,New Jersey Nets,85,Box Score,,17298,
151,"Wed, Feb 24, 1999",Sacramento Kings,81,Philadelphia 76ers,94,Box Score,,14437,
152,"Wed, Feb 24, 1999",Seattle SuperSonics,81,San Antonio Spurs,99,Box Score,,15209,
153,"Thu, Feb 25, 1999",Philadelphia 76ers,98,Chicago Bulls,80,Box Score,,22337,
154,"Thu, Feb 25, 1999",Indiana Pacers,81,Cleveland Cavaliers,74,Box Score,,14253,
155,"Thu, Feb 25, 1999",Denver Nuggets,81,Dallas Mavericks,90,Box Score,,13203,
156,"Thu, Feb 25, 1999",Atlanta Hawks,93,Houston Rockets,87,Box Score,,16285,
157,"Thu, Feb 25, 1999",Los Angeles Lakers,115,Los Angeles Clippers,100,Box Score,,18456,"at Anaheim, CA"
158,"Thu, Feb 25, 1999",Minnesota Timberwolves,113,New York Knicks,115,Box Score,OT,19763,
159,"Thu, Feb 25, 1999",Phoenix Suns,94,Vancouver Grizzlies,86,Box Score,,13494,
160,"Thu, Feb 25, 1999",Sacramento Kings,115,Washington Wizards,105,Box Score,,16813,
161,"Fri, Feb 26, 1999",New York Knicks,80,Boston Celtics,94,Box Score,,18624,
162,"Fri, Feb 26, 1999",Portland Trail Blazers,95,Charlotte Hornets,97,Box Score,,18633,
163,"Fri, Feb 26, 1999",Milwaukee Bucks,95,Denver Nuggets,96,Box Score,,10926,
164,"Fri, Feb 26, 1999",Miami Heat,93,Detroit Pistons,95,Box Score,,20083,
165,"Fri, Feb 26, 1999",Phoenix Suns,90,Golden State Warriors,94,Box Score,,15807,
166,"Fri, Feb 26, 1999",Los Angeles Clippers,83,Los Angeles Lakers,99,Box Score,,17505,
167,"Fri, Feb 26, 1999",Indiana Pacers,100,Orlando Magic,103,Box Score,OT,17248,
168,"Fri, Feb 26, 1999",San Antonio Spurs,82,Seattle SuperSonics,92,Box Score,,17072,
169,"Fri, Feb 26, 1999",Minnesota Timberwolves,92,Toronto Raptors,102,Box Score,,15122,
170,"Fri, Feb 26, 1999",Dallas Mavericks,65,Utah Jazz,80,Box Score,,19911,
171,"Sat, Feb 27, 1999",Charlotte Hornets,77,Chicago Bulls,94,Box Score,,22814,
172,"Sat, Feb 27, 1999",Sacramento Kings,90,Dallas Mavericks,97,Box Score,,15009,
173,"Sat, Feb 27, 1999",Atlanta Hawks,103,Los Angeles Clippers,74,Box Score,,11563,"at Anaheim, CA"
174,"Sat, Feb 27, 1999",Boston Celtics,101,New Jersey Nets,92,Box Score,,20049,
175,"Sat, Feb 27, 1999",Houston Rockets,86,Vancouver Grizzlies,74,Box Score,,19193,
176,"Sat, Feb 27, 1999",Portland Trail Blazers,82,Washington Wizards,81,Box Score,,18550,
177,"Sun, Feb 28, 1999",Vancouver Grizzlies,112,Denver Nuggets,116,Box Score,,9248,
178,"Sun, Feb 28, 1999",New York Knicks,68,Detroit Pistons,89,Box Score,,20896,
179,"Sun, Feb 28, 1999",Houston Rockets,90,Los Angeles Lakers,106,Box Score,,17505,
180,"Sun, Feb 28, 1999",Orlando Magic,78,Miami Heat,84,Box Score,,15200,
181,"Sun, Feb 28, 1999",Philadelphia 76ers,87,Milwaukee Bucks,76,Box Score,,17586,
182,"Sun, Feb 28, 1999",Portland Trail Blazers,100,Minnesota Timberwolves,93,Box Score,,16219,
183,"Sun, Feb 28, 1999",Golden State Warriors,89,Phoenix Suns,102,Box Score,,18587,
184,"Sun, Feb 28, 1999",Utah Jazz,101,San Antonio Spurs,87,Box Score,,18165,
185,"Sun, Feb 28, 1999",Chicago Bulls,90,Toronto Raptors,88,Box Score,OT,14173,
0,"Mon, Mar 1, 1999",New Jersey Nets,99,Boston Celtics,97,Box Score,,17747,
1,"Mon, Mar 1, 1999",Toronto Raptors,88,Charlotte Hornets,91,Box Score,,18039,
2,"Mon, Mar 1, 1999",Cleveland Cavaliers,78,New York Knicks,85,Box Score,,19763,
3,"Mon, Mar 1, 1999",Atlanta Hawks,67,Orlando Magic,70,Box Score,,15359,
4,"Mon, Mar 1, 1999",Los Angeles Lakers,97,Phoenix Suns,91,Box Score,,19023,
5,"Mon, Mar 1, 1999",Seattle SuperSonics,105,Sacramento Kings,102,Box Score,,16786,
6,"Mon, Mar 1, 1999",Philadelphia 76ers,104,Washington Wizards,91,Box Score,,13814,
7,"Tue, Mar 2, 1999",Washington Wizards,97,Atlanta Hawks,77,Box Score,,8139,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)"
8,"Tue, Mar 2, 1999",Detroit Pistons,108,Chicago Bulls,78,Box Score,,22432,
9,"Tue, Mar 2, 1999",Boston Celtics,99,Cleveland Cavaliers,116,Box Score,,12906,
10,"Tue, Mar 2, 1999",Los Angeles Clippers,99,Dallas Mavericks,112,Box Score,,13492,
11,"Tue, Mar 2, 1999",San Antonio Spurs,99,Houston Rockets,82,Box Score,,16285,
12,"Tue, Mar 2, 1999",Denver Nuggets,81,Indiana Pacers,88,Box Score,,14530,
13,"Tue, Mar 2, 1999",New York Knicks,84,Miami Heat,85,Box Score,OT,15200,
14,"Tue, Mar 2, 1999",Golden State Warriors,78,Minnesota Timberwolves,89,Box Score,,14776,
15,"Tue, Mar 2, 1999",Milwaukee Bucks,94,New Jersey Nets,86,Box Score,,15180,
16,"Tue, Mar 2, 1999",Utah Jazz,100,Portland Trail Blazers,102,Box Score,2OT,19980,
17,"Tue, Mar 2, 1999",Sacramento Kings,111,Vancouver Grizzlies,101,Box Score,,13252,
18,"Wed, Mar 3, 1999",Phoenix Suns,95,Los Angeles Lakers,101,Box Score,,17505,
19,"Wed, Mar 3, 1999",Golden State Warriors,78,Milwaukee Bucks,106,Box Score,,12136,
20,"Wed, Mar 3, 1999",Charlotte Hornets,76,Orlando Magic,93,Box Score,,15421,
21,"Wed, Mar 3, 1999",Chicago Bulls,86,Philadelphia 76ers,102,Box Score,,11510,
22,"Wed, Mar 3, 1999",Portland Trail Blazers,97,Sacramento Kings,93,Box Score,OT,15160,
23,"Wed, Mar 3, 1999",Vancouver Grizzlies,86,Utah Jazz,109,Box Score,,18556,
24,"Wed, Mar 3, 1999",Indiana Pacers,106,Washington Wizards,95,Box Score,,12912,
25,"Thu, Mar 4, 1999",Toronto Raptors,86,Atlanta Hawks,77,Box Score,,7877,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)"
26,"Thu, Mar 4, 1999",Detroit Pistons,99,Cleveland Cavaliers,84,Box Score,,13248,
27,"Thu, Mar 4, 1999",San Antonio Spurs,95,Dallas Mavericks,79,Box Score,,14719,
28,"Thu, Mar 4, 1999",Los Angeles Clippers,77,Houston Rockets,96,Box Score,,16285,
29,"Thu, Mar 4, 1999",Denver Nuggets,87,Miami Heat,95,Box Score,,14834,
30,"Thu, Mar 4, 1999",Charlotte Hornets,96,New Jersey Nets,82,Box Score,,14728,
31,"Thu, Mar 4, 1999",Phoenix Suns,101,Seattle SuperSonics,93,Box Score,,17072,
32,"Thu, Mar 4, 1999",Minnesota Timberwolves,102,Vancouver Grizzlies,93,Box Score,,13329,
33,"Fri, Mar 5, 1999",Denver Nuggets,94,Boston Celtics,102,Box Score,,18624,
34,"Fri, Mar 5, 1999",Golden State Warriors,102,Indiana Pacers,83,Box Score,,16184,
35,"Fri, Mar 5, 1999",Seattle SuperSonics,100,Los Angeles Lakers,103,Box Score,,17505,
36,"Fri, Mar 5, 1999",New York Knicks,87,Milwaukee Bucks,88,Box Score,,16843,
37,"Fri, Mar 5, 1999",Miami Heat,89,Philadelphia 76ers,78,Box Score,,19949,
38,"Fri, Mar 5, 1999",Minnesota Timberwolves,85,Portland Trail Blazers,97,Box Score,,19264,
39,"Fri, Mar 5, 1999",Orlando Magic,89,Toronto Raptors,84,Box Score,,15601,
40,"Fri, Mar 5, 1999",Dallas Mavericks,95,Utah Jazz,106,Box Score,,19539,
41,"Fri, Mar 5, 1999",Charlotte Hornets,85,Washington Wizards,86,Box Score,,15703,
42,"Sat, Mar 6, 1999",Golden State Warriors,80,Cleveland Cavaliers,97,Box Score,,12894,
43,"Sat, Mar 6, 1999",Detroit Pistons,82,Orlando Magic,87,Box Score,,17248,
44,"Sat, Mar 6, 1999",Sacramento Kings,111,Phoenix Suns,99,Box Score,,19023,
45,"Sat, Mar 6, 1999",Los Angeles Clippers,85,San Antonio Spurs,114,Box Score,,18394,
46,"Sat, Mar 6, 1999",Houston Rockets,107,Vancouver Grizzlies,92,Box Score,,19193,
47,"Sun, Mar 7, 1999",San Antonio Spurs,106,Denver Nuggets,96,Box Score,,12037,
48,"Sun, Mar 7, 1999",Miami Heat,72,Indiana Pacers,85,Box Score,,16703,
49,"Sun, Mar 7, 1999",New Jersey Nets,86,New York Knicks,97,Box Score,,19763,
50,"Sun, Mar 7, 1999",Washington Wizards,103,Philadelphia 76ers,95,Box Score,OT,16797,
51,"Sun, Mar 7, 1999",Houston Rockets,71,Portland Trail Blazers,111,Box Score,,20062,
52,"Sun, Mar 7, 1999",Dallas Mavericks,89,Sacramento Kings,94,Box Score,,14715,
53,"Sun, Mar 7, 1999",Minnesota Timberwolves,88,Seattle SuperSonics,77,Box Score,,17072,
54,"Sun, Mar 7, 1999",Boston Celtics,92,Toronto Raptors,105,Box Score,,16635,
55,"Sun, Mar 7, 1999",Los Angeles Lakers,97,Utah Jazz,89,Box Score,,19911,
56,"Mon, Mar 8, 1999",Washington Wizards,71,Detroit Pistons,75,Box Score,,15022,
57,"Mon, Mar 8, 1999",Philadelphia 76ers,89,Miami Heat,91,Box Score,,15200,
58,"Mon, Mar 8, 1999",Chicago Bulls,76,Milwaukee Bucks,81,Box Score,,12085,
59,"Mon, Mar 8, 1999",Atlanta Hawks,114,Orlando Magic,110,Box Score,,15637,
60,"Mon, Mar 8, 1999",Portland Trail Blazers,92,Vancouver Grizzlies,73,Box Score,,13552,
61,"Tue, Mar 9, 1999",Boston Celtics,87,Charlotte Hornets,105,Box Score,,18342,
62,"Tue, Mar 9, 1999",New Jersey Nets,87,Chicago Bulls,103,Box Score,,22207,
63,"Tue, Mar 9, 1999",Phoenix Suns,103,Dallas Mavericks,91,Box Score,,12714,
64,"Tue, Mar 9, 1999",Vancouver Grizzlies,82,Golden State Warriors,92,Box Score,,10043,
65,"Tue, Mar 9, 1999",Denver Nuggets,75,Houston Rockets,84,Box Score,,16285,
66,"Tue, Mar 9, 1999",Los Angeles Lakers,103,Los Angeles Clippers,99,Box Score,,13380,
67,"Tue, Mar 9, 1999",Seattle SuperSonics,84,Minnesota Timberwolves,85,Box Score,,17237,
68,"Tue, Mar 9, 1999",Milwaukee Bucks,87,New York Knicks,86,Box Score,,19763,
69,"Tue, Mar 9, 1999",Sacramento Kings,98,Portland Trail Blazers,103,Box Score,,18147,
70,"Tue, Mar 9, 1999",Cleveland Cavaliers,75,Utah Jazz,88,Box Score,,18753,
71,"Wed, Mar 10, 1999",New Jersey Nets,82,Indiana Pacers,93,Box Score,,14925,
72,"Wed, Mar 10, 1999",Los Angeles Clippers,75,Los Angeles Lakers,94,Box Score,,17505,
73,"Wed, Mar 10, 1999",Atlanta Hawks,78,Miami Heat,88,Box Score,,15200,
74,"Wed, Mar 10, 1999",Seattle SuperSonics,97,Milwaukee Bucks,101,Box Score,,15692,
75,"Wed, Mar 10, 1999",Charlotte Hornets,70,Philadelphia 76ers,85,Box Score,,14590,
76,"Wed, Mar 10, 1999",Cleveland Cavaliers,86,Phoenix Suns,73,Box Score,,18567,
77,"Wed, Mar 10, 1999",Orlando Magic,79,San Antonio Spurs,81,Box Score,,17954,
78,"Wed, Mar 10, 1999",Detroit Pistons,87,Washington Wizards,97,Box Score,,16316,
79,"Thu, Mar 11, 1999",Boston Celtics,85,Atlanta Hawks,99,Box Score,,8518,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)"
80,"Thu, Mar 11, 1999",Seattle SuperSonics,92,Chicago Bulls,83,Box Score,,22391,
81,"Thu, Mar 11, 1999",Orlando Magic,76,Dallas Mavericks,93,Box Score,,14553,
82,"Thu, Mar 11, 1999",Minnesota Timberwolves,82,Golden State Warriors,89,Box Score,,11150,
83,"Thu, Mar 11, 1999",Vancouver Grizzlies,91,Houston Rockets,102,Box Score,,16285,
