,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1, , .1,Attend.,Notes
0,"Fri, Oct 28, 1983",New York Knicks,113.0,Cleveland Cavaliers,106.0,Box Score,,6082.0,
1,"Fri, Oct 28, 1983",Utah Jazz,125.0,Denver Nuggets,139.0,Box Score,,10439.0,
2,"Fri, Oct 28, 1983",Boston Celtics,121.0,Detroit Pistons,127.0,Box Score,,17117.0,
3,"Fri, Oct 28, 1983",Los Angeles Lakers,117.0,Kansas City Kings,107.0,Box Score,,15782.0,
4,"Fri, Oct 28, 1983",Indiana Pacers,83.0,Milwaukee Bucks,104.0,Box Score,,10321.0,
5,"Fri, Oct 28, 1983",Atlanta Hawks,108.0,New Jersey Nets,126.0,Box Score,,10173.0,
6,"Fri, Oct 28, 1983",Washington Bullets,114.0,Philadelphia 76ers,117.0,Box Score,,16167.0,
7,"Fri, Oct 28, 1983",San Diego Clippers,93.0,Portland Trail Blazers,107.0,Box Score,,12666.0,
8,"Fri, Oct 28, 1983",Golden State Warriors,110.0,Seattle SuperSonics,109.0,Box Score,,15372.0,
9,"Sat, Oct 29, 1983",Detroit Pistons,115.0,Atlanta Hawks,117.0,Box Score,,9677.0,
10,"Sat, Oct 29, 1983",New Jersey Nets,97.0,Chicago Bulls,104.0,Box Score,,8126.0,
11,"Sat, Oct 29, 1983",Boston Celtics,108.0,Cleveland Cavaliers,89.0,Box Score,,8194.0,
12,"Sat, Oct 29, 1983",Phoenix Suns,103.0,Dallas Mavericks,120.0,Box Score,,11019.0,
13,"Sat, Oct 29, 1983",Portland Trail Blazers,95.0,Golden State Warriors,97.0,Box Score,,6550.0,
14,"Sat, Oct 29, 1983",San Antonio Spurs,100.0,Houston Rockets,106.0,Box Score,,14119.0,
15,"Sat, Oct 29, 1983",Philadelphia 76ers,124.0,Indiana Pacers,112.0,Box Score,OT,17096.0,
16,"Sat, Oct 29, 1983",Washington Bullets,97.0,New York Knicks,100.0,Box Score,,12129.0,
17,"Sat, Oct 29, 1983",Denver Nuggets,128.0,San Diego Clippers,141.0,Box Score,,5705.0,
18,"Sat, Oct 29, 1983",Los Angeles Lakers,120.0,Utah Jazz,115.0,Box Score,,10608.0,
19,"Sun, Oct 30, 1983",Seattle SuperSonics,121.0,Kansas City Kings,116.0,Box Score,,6479.0,
20,"Sun, Oct 30, 1983",Dallas Mavericks,101.0,San Antonio Spurs,123.0,Box Score,,8219.0,
0,"Tue, Nov 1, 1983",Washington Bullets,92.0,Atlanta Hawks,95.0,Box Score,,5320.0,
1,"Tue, Nov 1, 1983",Dallas Mavericks,130.0,Denver Nuggets,124.0,Box Score,,7864.0,
2,"Tue, Nov 1, 1983",Milwaukee Bucks,93.0,Detroit Pistons,106.0,Box Score,,7257.0,
