,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1, , .1,Attend.,Notes
5,"Wed, Nov 1, 2000",7:00 pm,Toronto Raptors,98.0,Philadelphia 76ers,104.0,Box Score,,19817.0,
6,"Wed, Nov 1, 2000",7:00 pm,Denver Nuggets,99.0,Seattle SuperSonics,112.0,Box Score,,17072.0,
7,"Thu, Nov 2, 2000",7:00 pm,Indiana Pacers,88.0,Dallas Mavericks,94.0,Box Score,,11750.0,
8,"Thu, Nov 2, 2000",7:00 pm,Golden State Warriors,97.0,Denver Nuggets,101.0,Box Score,,15790.0,
9,"Thu, Nov 2, 2000",7:30 pm,Milwaukee Bucks,93.0,Houston Rockets,115.0,Box Score,,10687.0,
10,"Thu, Nov 2, 2000",7:30 pm,Vancouver Grizzlies,99.0,Los Angeles Clippers,91.0,Box Score,,15546.0,
11,"Thu, Nov 2, 2000",7:30 pm,Atlanta Hawks,69.0,New York Knicks,94.0,Box Score,,19763.0,
12,"Thu, Nov 2, 2000",7:00 pm,Portland Trail Blazers,82.0,Phoenix Suns,108.0,Box Score,,18436.0,
13,"Thu, Nov 2, 2000",7:00 pm,Minnesota Timberwolves,91.0,San Antonio Spurs,103.0,Box Score,,14193.0,
14,"Fri, Nov 3, 2000",7:30 pm,Toronto Raptors,91.0,Boston Celtics,93.0,Box Score,,17464.0,
15,"Fri, Nov 3, 2000",7:30 pm,Miami Heat,79.0,Charlotte Hornets,83.0,Box Score,,14016.0,
16,"Fri, Nov 3, 2000",7:30 pm,New Jersey Nets,92.0,Chicago Bulls,82.0,Box Score,,21908.0,
17,"Fri, Nov 3, 2000",8:00 pm,Sacramento Kings,100.0,Detroit Pistons,93.0,Box Score,,22076.0,
18,"Fri, Nov 3, 2000",7:30 pm,Philadelphia 76ers,87.0,Orlando Magic,80.0,Box Score,,14233.0,
19,"Fri, Nov 3, 2000",7:00 pm,New York Knicks,80.0,Washington Wizards,76.0,Box Score,,20674.0,
20,"Sat, Nov 4, 2000",7:30 pm,Orlando Magic,107.0,Atlanta Hawks,104.0,Box Score,,13833.0,
21,"Sat, Nov 4, 2000",7:30 pm,Boston Celtics,89.0,Cleveland Cavaliers,91.0,Box Score,,18392.0,
22,"Sat, Nov 4, 2000",7:00 pm,Utah Jazz,112.0,Dallas Mavericks,106.0,Box Score,,16500.0,
23,"Sat, Nov 4, 2000",7:00 pm,Phoenix Suns,102.0,Denver Nuggets,99.0,Box Score,,13312.0,
24,"Sat, Nov 4, 2000",7:30 pm,San Antonio Spurs,117.0,Golden State Warriors,105.0,Box Score,,16121.0,
25,"Sat, Nov 4, 2000",7:00 pm,Chicago Bulls,81.0,Indiana Pacers,94.0,Box Score,,18345.0,
26,"Sat, Nov 4, 2000",7:30 pm,Houston Rockets,74.0,Los Angeles Clippers,77.0,Box Score,,10797.0,
27,"Sat, Nov 4, 2000",7:30 pm,Philadelphia 76ers,84.0,Miami Heat,82.0,Box Score,,16029.0,
28,"Sat, Nov 4, 2000",7:30 pm,Detroit Pistons,88.0,Milwaukee Bucks,97.0,Box Score,,18717.0,
29,"Sat, Nov 4, 2000",7:00 pm,Sacramento Kings,91.0,Minnesota Timberwolves,99.0,Box Score,,19006.0,
30,"Sat, Nov 4, 2000",8:00 pm,Charlotte Hornets,98.0,New Jersey Nets,87.0,Box Score,,11522.0,
31,"Sat, Nov 4, 2000",7:00 pm,Portland Trail Blazers,97.0,Seattle SuperSonics,90.0,Box Score,,17072.0,
32,"Sat, Nov 4, 2000",7:00 pm,Washington Wizards,96.0,Toronto Raptors,103.0,Box Score,,18726.0,
33,"Sat, Nov 4, 2000",12:30 pm,Los Angeles Lakers,98.0,Vancouver Grizzlies,89.0,Box Score,,18183.0,
34,"Sun, Nov 5, 2000",6:30 pm,Los Angeles Clippers,103.0,Los Angeles Lakers,108.0,Box Score,,18997.0,
35,"Sun, Nov 5, 2000",6:00 pm,Houston Rockets,99.0,Phoenix Suns,104.0,Box Score,,16735.0,
36,"Mon, Nov 6, 2000",7:00 pm,Dallas Mavericks,108.0,Denver Nuggets,96.0,Box Score,,11190.0,
37,"Mon, Nov 6, 2000",7:30 pm,Seattle SuperSonics,99.0,Orlando Magic,110.0,Box Score,,12460.0,
38,"Mon, Nov 6, 2000",7:30 pm,Portland Trail Blazers,75.0,Sacramento Kings,79.0,Box Score,,17317.0,
39,"Mon, Nov 6, 2000",7:00 pm,Minnesota Timberwolves,92.0,Utah Jazz,98.0,Box Score,,19911.0,
40,"Mon, Nov 6, 2000",7:00 pm,Atlanta Hawks,87.0,Vancouver Grizzlies,97.0,Box Score,,11639.0,
41,"Tue, Nov 7, 2000",7:30 pm,Washington Wizards,88.0,Chicago Bulls,83.0,Box Score,,21312.0,
42,"Tue, Nov 7, 2000",7:30 pm,Los Angeles Lakers,74.0,Houston Rockets,84.0,Box Score,,14473.0,
43,"Tue, Nov 7, 2000",7:00 pm,New York Knicks,103.0,Milwaukee Bucks,89.0,Box Score,,14246.0,
44,"Tue, Nov 7, 2000",7:00 pm,San Antonio Spurs,81.0,Phoenix Suns,100.0,Box Score,,16683.0,
45,"Tue, Nov 7, 2000",7:00 pm,Atlanta Hawks,88.0,Portland Trail Blazers,97.0,Box Score,,19980.0,
46,"Tue, Nov 7, 2000",7:00 pm,Boston Celtics,75.0,Toronto Raptors,105.0,Box Score,,17379.0,
47,"Wed, Nov 8, 2000",7:00 pm,Vancouver Grizzlies,101.0,Dallas Mavericks,74.0,Box Score,,11500.0,
48,"Wed, Nov 8, 2000",7:00 pm,Minnesota Timberwolves,107.0,Denver Nuggets,109.0,Box Score,OT,10549.0,
49,"Wed, Nov 8, 2000",7:00 pm,Milwaukee Bucks,97.0,Indiana Pacers,108.0,Box Score,,17684.0,
50,"Wed, Nov 8, 2000",7:30 pm,Utah Jazz,93.0,Los Angeles Clippers,87.0,Box Score,OT,10292.0,
51,"Wed, Nov 8, 2000",7:30 pm,Seattle SuperSonics,81.0,Miami Heat,87.0,Box Score,,15083.0,
52,"Wed, Nov 8, 2000",7:30 pm,Cleveland Cavaliers,99.0,New York Knicks,97.0,Box Score,,19763.0,
53,"Wed, Nov 8, 2000",7:30 pm,Charlotte Hornets,96.0,Orlando Magic,90.0,Box Score,,12617.0,
54,"Wed, Nov 8, 2000",7:00 pm,Detroit Pistons,94.0,Philadelphia 76ers,103.0,Box Score,,15986.0,
55,"Wed, Nov 8, 2000",7:30 pm,Golden State Warriors,84.0,Sacramento Kings,115.0,Box Score,,17317.0,
56,"Wed, Nov 8, 2000",7:00 pm,Los Angeles Lakers,81.0,San Antonio Spurs,91.0,Box Score,,26065.0,
57,"Wed, Nov 8, 2000",7:00 pm,New Jersey Nets,102.0,Washington Wizards,86.0,Box Score,,11532.0,
58,"Thu, Nov 9, 2000",7:30 pm,Seattle SuperSonics,102.0,Charlotte Hornets,94.0,Box Score,,17054.0,
59,"Thu, Nov 9, 2000",7:30 pm,Orlando Magic,90.0,Chicago Bulls,95.0,Box Score,,21844.0,
60,"Thu, Nov 9, 2000",7:30 pm,Vancouver Grizzlies,78.0,Houston Rockets,85.0,Box Score,,10906.0,
61,"Thu, Nov 9, 2000",7:00 pm,Philadelphia 76ers,84.0,Minnesota Timberwolves,82.0,Box Score,,16119.0,
62,"Thu, Nov 9, 2000",7:30 pm,Detroit Pistons,108.0,New Jersey Nets,94.0,Box Score,,10000.0,
63,"Thu, Nov 9, 2000",7:00 pm,Atlanta Hawks,79.0,Phoenix Suns,88.0,Box Score,,16792.0,
64,"Thu, Nov 9, 2000",7:00 pm,Denver Nuggets,91.0,Portland Trail Blazers,107.0,Box Score,,19996.0,
65,"Fri, Nov 10, 2000",7:30 pm,New York Knicks,103.0,Boston Celtics,101.0,Box Score,OT,18624.0,
66,"Fri, Nov 10, 2000",7:00 pm,San Antonio Spurs,77.0,Dallas Mavericks,79.0,Box Score,,17296.0,
67,"Fri, Nov 10, 2000",7:30 pm,Sacramento Kings,114.0,Golden State Warriors,107.0,Box Score,OT,17467.0,
68,"Fri, Nov 10, 2000",7:30 pm,Atlanta Hawks,106.0,Los Angeles Clippers,115.0,Box Score,,10396.0,
69,"Fri, Nov 10, 2000",7:00 pm,Cleveland Cavaliers,88.0,Toronto Raptors,115.0,Box Score,,19800.0,
70,"Fri, Nov 10, 2000",7:00 pm,Miami Heat,87.0,Utah Jazz,80.0,Box Score,,19093.0,
71,"Fri, Nov 10, 2000",7:00 pm,Indiana Pacers,86.0,Washington Wizards,74.0,Box Score,,19955.0,
72,"Sat, Nov 11, 2000",7:30 pm,Toronto Raptors,98.0,Chicago Bulls,75.0,Box Score,,22387.0,
73,"Sat, Nov 11, 2000",7:30 pm,Washington Wizards,73.0,Cleveland Cavaliers,86.0,Box Score,,17336.0,
74,"Sat, Nov 11, 2000",7:00 pm,Detroit Pistons,84.0,Indiana Pacers,94.0,Box Score,,18345.0,
75,"Sat, Nov 11, 2000",7:30 pm,Minnesota Timberwolves,103.0,Milwaukee Bucks,92.0,Box Score,,18717.0,
76,"Sat, Nov 11, 2000",1:00 pm,Seattle SuperSonics,91.0,New Jersey Nets,126.0,Box Score,,14443.0,
77,"Sat, Nov 11, 2000",7:30 pm,Charlotte Hornets,67.0,New York Knicks,81.0,Box Score,,19763.0,
78,"Sat, Nov 11, 2000",8:00 pm,Boston Celtics,83.0,Philadelphia 76ers,85.0,Box Score,,19258.0,
79,"Sat, Nov 11, 2000",7:00 pm,Miami Heat,82.0,Phoenix Suns,84.0,Box Score,,18120.0,
80,"Sat, Nov 11, 2000",7:00 pm,Houston Rockets,88.0,Portland Trail Blazers,111.0,Box Score,,19992.0,
81,"Sat, Nov 11, 2000",7:30 pm,Vancouver Grizzlies,78.0,San Antonio Spurs,91.0,Box Score,,18556.0,
82,"Sun, Nov 12, 2000",7:00 pm,Los Angeles Clippers,79.0,Denver Nuggets,95.0,Box Score,,10842.0,
83,"Sun, Nov 12, 2000",6:00 pm,Seattle SuperSonics,92.0,Detroit Pistons,101.0,Box Score,,14289.0,
84,"Sun, Nov 12, 2000",6:00 pm,Orlando Magic,105.0,Golden State Warriors,99.0,Box Score,OT,13626.0,
85,"Sun, Nov 12, 2000",6:30 pm,Houston Rockets,99.0,Los Angeles Lakers,105.0,Box Score,,18997.0,
86,"Sun, Nov 12, 2000",6:00 pm,Dallas Mavericks,84.0,Sacramento Kings,109.0,Box Score,,17317.0,
87,"Mon, Nov 13, 2000",7:30 pm,Dallas Mavericks,90.0,Los Angeles Clippers,76.0,Box Score,,9340.0,
88,"Mon, Nov 13, 2000",7:30 pm,Portland Trail Blazers,94.0,New Jersey Nets,82.0,Box Score,,10704.0,
89,"Tue, Nov 14, 2000",7:30 pm,Portland Trail Blazers,97.0,Atlanta Hawks,99.0,Box Score,,12610.0,
90,"Tue, Nov 14, 2000",7:30 pm,Golden State Warriors,86.0,Cleveland Cavaliers,96.0,Box Score,,13691.0,
91,"Tue, Nov 14, 2000",7:30 pm,Chicago Bulls,83.0,Houston Rockets,110.0,Box Score,,11724.0,
92,"Tue, Nov 14, 2000",7:30 pm,Denver Nuggets,103.0,Los Angeles Lakers,119.0,Box Score,,18997.0,
93,"Tue, Nov 14, 2000",7:30 pm,Charlotte Hornets,86.0,Miami Heat,89.0,Box Score,OT,14983.0,
94,"Tue, Nov 14, 2000",5:00 pm,Orlando Magic,82.0,Sacramento Kings,96.0,Box Score,,17317.0,
95,"Tue, Nov 14, 2000",7:30 pm,Utah Jazz,79.0,San Antonio Spurs,86.0,Box Score,,18053.0,
96,"Tue, Nov 14, 2000",7:30 pm,New York Knicks,75.0,Seattle SuperSonics,96.0,Box Score,,17072.0,
97,"Wed, Nov 15, 2000",7:00 pm,Washington Wizards,109.0,Boston Celtics,116.0,Box Score,,13915.0,
98,"Wed, Nov 15, 2000",7:30 pm,Indiana Pacers,92.0,Detroit Pistons,88.0,Box Score,,14350.0,
99,"Wed, Nov 15, 2000",7:30 pm,New York Knicks,74.0,Los Angeles Clippers,78.0,Box Score,,12516.0,
100,"Wed, Nov 15, 2000",7:00 pm,Atlanta Hawks,74.0,Milwaukee Bucks,84.0,Box Score,,13217.0,
101,"Wed, Nov 15, 2000",7:00 pm,Golden State Warriors,90.0,Minnesota Timberwolves,92.0,Box Score,,16034.0,
102,"Wed, Nov 15, 2000",8:00 pm,Miami Heat,91.0,New Jersey Nets,93.0,Box Score,,13504.0,
103,"Wed, Nov 15, 2000",7:00 pm,Cleveland Cavaliers,98.0,Philadelphia 76ers,107.0,Box Score,,16328.0,
104,"Wed, Nov 15, 2000",7:00 pm,Dallas Mavericks,78.0,Phoenix Suns,99.0,Box Score,,16652.0,
105,"Thu, Nov 16, 2000",7:00 pm,Chicago Bulls,85.0,Denver Nuggets,89.0,Box Score,,10150.0,
106,"Thu, Nov 16, 2000",7:30 pm,Charlotte Hornets,80.0,Houston Rockets,84.0,Box Score,,11028.0,
107,"Thu, Nov 16, 2000",5:00 pm,Los Angeles Lakers,112.0,Sacramento Kings,110.0,Box Score,OT,17317.0,
108,"Thu, Nov 16, 2000",7:00 pm,Portland Trail Blazers,86.0,Toronto Raptors,80.0,Box Score,,19800.0,
109,"Thu, Nov 16, 2000",7:00 pm,Orlando Magic,84.0,Utah Jazz,99.0,Box Score,,18851.0,
110,"Thu, Nov 16, 2000",7:00 pm,Los Angeles Clippers,76.0,Vancouver Grizzlies,72.0,Box Score,,12210.0,
111,"Thu, Nov 16, 2000",7:00 pm,San Antonio Spurs,99.0,Washington Wizards,95.0,Box Score,,19832.0,
112,"Fri, Nov 17, 2000",7:30 pm,Atlanta Hawks,99.0,Boston Celtics,106.0,Box Score,,13815.0,
113,"Fri, Nov 17, 2000",7:30 pm,Detroit Pistons,96.0,Charlotte Hornets,89.0,Box Score,,14771.0,
114,"Fri, Nov 17, 2000",7:00 pm,Golden State Warriors,92.0,Indiana Pacers,90.0,Box Score,,17101.0,
115,"Fri, Nov 17, 2000",7:30 pm,Cleveland Cavaliers,76.0,Milwaukee Bucks,89.0,Box Score,,13874.0,
116,"Fri, Nov 17, 2000",7:00 pm,San Antonio Spurs,94.0,Minnesota Timberwolves,99.0,Box Score,OT,17288.0,
117,"Fri, Nov 17, 2000",7:00 pm,Miami Heat,73.0,Philadelphia 76ers,94.0,Box Score,,20720.0,
118,"Fri, Nov 17, 2000",7:00 pm,New York Knicks,90.0,Phoenix Suns,85.0,Box Score,,18738.0,
119,"Fri, Nov 17, 2000",7:00 pm,Dallas Mavericks,99.0,Seattle SuperSonics,95.0,Box Score,,12285.0,
120,"Sat, Nov 18, 2000",7:30 pm,Minnesota Timberwolves,94.0,Atlanta Hawks,84.0,Box Score,,13036.0,
121,"Sat, Nov 18, 2000",7:00 pm,Los Angeles Lakers,86.0,Denver Nuggets,87.0,Box Score,,19513.0,
122,"Sat, Nov 18, 2000",7:30 pm,Phoenix Suns,89.0,Houston Rockets,94.0,Box Score,,12694.0,
123,"Sat, Nov 18, 2000",7:30 pm,Seattle SuperSonics,86.0,Los Angeles Clippers,83.0,Box Score,,12271.0,
124,"Sat, Nov 18, 2000",7:30 pm,Portland Trail Blazers,80.0,Miami Heat,86.0,Box Score,,16500.0,
125,"Sat, Nov 18, 2000",8:00 pm,Indiana Pacers,92.0,New Jersey Nets,97.0,Box Score,,12465.0,
126,"Sat, Nov 18, 2000",7:00 pm,Milwaukee Bucks,102.0,Toronto Raptors,111.0,Box Score,,19800.0,
127,"Sat, Nov 18, 2000",7:00 pm,Chicago Bulls,64.0,Utah Jazz,109.0,Box Score,,17839.0,
128,"Sat, Nov 18, 2000",7:00 pm,Dallas Mavericks,91.0,Vancouver Grizzlies,88.0,Box Score,,13301.0,
129,"Sat, Nov 18, 2000",7:00 pm,Boston Celtics,89.0,Washington Wizards,109.0,Box Score,,19290.0,
130,"Sun, Nov 19, 2000",7:00 pm,Charlotte Hornets,105.0,Detroit Pistons,96.0,Box Score,,13088.0,
131,"Sun, Nov 19, 2000",6:30 pm,Chicago Bulls,96.0,Los Angeles Lakers,104.0,Box Score,,18997.0,
132,"Sun, Nov 19, 2000",8:00 pm,Golden State Warriors,71.0,New York Knicks,88.0,Box Score,,19763.0,
133,"Sun, Nov 19, 2000",6:00 pm,Portland Trail Blazers,110.0,Orlando Magic,102.0,Box Score,OT,14524.0,
134,"Mon, Nov 20, 2000",7:00 pm,Philadelphia 76ers,114.0,Boston Celtics,90.0,Box Score,,15209.0,
135,"Mon, Nov 20, 2000",7:30 pm,New Jersey Nets,86.0,Los Angeles Clippers,85.0,Box Score,,9803.0,
136,"Mon, Nov 20, 2000",7:00 pm,Charlotte Hornets,100.0,Toronto Raptors,64.0,Box Score,,17767.0,
137,"Mon, Nov 20, 2000",7:00 pm,Dallas Mavericks,107.0,Utah Jazz,98.0,Box Score,,18869.0,
138,"Mon, Nov 20, 2000",7:00 pm,Denver Nuggets,95.0,Vancouver Grizzlies,92.0,Box Score,,11809.0,
139,"Tue, Nov 21, 2000",7:30 pm,Detroit Pistons,98.0,Cleveland Cavaliers,117.0,Box Score,,12683.0,
140,"Tue, Nov 21, 2000",7:00 pm,Seattle SuperSonics,116.0,Dallas Mavericks,110.0,Box Score,,15100.0,
141,"Tue, Nov 21, 2000",7:30 pm,Chicago Bulls,77.0,Golden State Warriors,89.0,Box Score,,11263.0,
142,"Tue, Nov 21, 2000",7:00 pm,Houston Rockets,101.0,Indiana Pacers,89.0,Box Score,,16611.0,
143,"Tue, Nov 21, 2000",8:00 pm,New York Knicks,85.0,Orlando Magic,84.0,Box Score,,14673.0,
144,"Tue, Nov 21, 2000",7:00 pm,Portland Trail Blazers,104.0,Washington Wizards,94.0,Box Score,,14113.0,
145,"Wed, Nov 22, 2000",7:30 pm,New York Knicks,74.0,Atlanta Hawks,78.0,Box Score,,12007.0,
146,"Wed, Nov 22, 2000",7:00 pm,Houston Rockets,81.0,Boston Celtics,96.0,Box Score,,13003.0,
147,"Wed, Nov 22, 2000",7:30 pm,Philadelphia 76ers,73.0,Charlotte Hornets,88.0,Box Score,,15306.0,
148,"Wed, Nov 22, 2000",7:30 pm,Golden State Warriors,91.0,Los Angeles Lakers,111.0,Box Score,,18208.0,
149,"Wed, Nov 22, 2000",7:30 pm,Cleveland Cavaliers,86.0,Miami Heat,67.0,Box Score,,14755.0,
150,"Wed, Nov 22, 2000",7:00 pm,Portland Trail Blazers,93.0,Milwaukee Bucks,84.0,Box Score,,15008.0,
151,"Wed, Nov 22, 2000",7:00 pm,Vancouver Grizzlies,100.0,Minnesota Timberwolves,101.0,Box Score,,16783.0,
152,"Wed, Nov 22, 2000",7:00 pm,New Jersey Nets,85.0,Phoenix Suns,97.0,Box Score,,17239.0,
153,"Wed, Nov 22, 2000",7:30 pm,Chicago Bulls,71.0,Sacramento Kings,100.0,Box Score,,17317.0,
154,"Wed, Nov 22, 2000",7:30 pm,Seattle SuperSonics,85.0,San Antonio Spurs,112.0,Box Score,,22828.0,
155,"Wed, Nov 22, 2000",7:00 pm,Denver Nuggets,78.0,Utah Jazz,116.0,Box Score,,18664.0,
156,"Thu, Nov 23, 2000",8:00 pm,Toronto Raptors,111.0,Indiana Pacers,91.0,Box Score,,18345.0,
157,"Fri, Nov 24, 2000",7:30 pm,Philadelphia 76ers,76.0,Atlanta Hawks,67.0,Box Score,,17601.0,
158,"Fri, Nov 24, 2000",7:30 pm,Orlando Magic,98.0,Boston Celtics,103.0,Box Score,OT,16696.0,
159,"Fri, Nov 24, 2000",7:30 pm,Miami Heat,80.0,Cleveland Cavaliers,85.0,Box Score,,20562.0,
160,"Fri, Nov 24, 2000",7:00 pm,San Antonio Spurs,92.0,Denver Nuggets,102.0,Box Score,,13300.0,
161,"Fri, Nov 24, 2000",8:00 pm,Vancouver Grizzlies,96.0,Detroit Pistons,118.0,Box Score,,14709.0,
162,"Fri, Nov 24, 2000",8:00 pm,Washington Wizards,87.0,Indiana Pacers,99.0,Box Score,,18345.0,
163,"Fri, Nov 24, 2000",7:30 pm,Minnesota Timberwolves,108.0,Los Angeles Lakers,115.0,Box Score,,18997.0,
164,"Fri, Nov 24, 2000",7:30 pm,Charlotte Hornets,106.0,Milwaukee Bucks,90.0,Box Score,,15102.0,
165,"Fri, Nov 24, 2000",7:00 pm,Golden State Warriors,74.0,Phoenix Suns,80.0,Box Score,,18684.0,
166,"Fri, Nov 24, 2000",7:00 pm,Los Angeles Clippers,81.0,Seattle SuperSonics,98.0,Box Score,,13282.0,
167,"Fri, Nov 24, 2000",8:00 pm,New Jersey Nets,85.0,Utah Jazz,97.0,Box Score,,18915.0,
168,"Sat, Nov 25, 2000",7:30 pm,Cleveland Cavaliers,98.0,Charlotte Hornets,109.0,Box Score,,13791.0,
169,"Sat, Nov 25, 2000",7:00 pm,Denver Nuggets,84.0,Dallas Mavericks,108.0,Box Score,,16234.0,
170,"Sat, Nov 25, 2000",7:30 pm,Minnesota Timberwolves,93.0,Golden State Warriors,114.0,Box Score,,14268.0,
171,"Sat, Nov 25, 2000",7:30 pm,Phoenix Suns,95.0,Los Angeles Clippers,89.0,Box Score,OT,13510.0,
172,"Sat, Nov 25, 2000",7:30 pm,Houston Rockets,91.0,Miami Heat,80.0,Box Score,,15721.0,
173,"Sat, Nov 25, 2000",1:00 pm,Toronto Raptors,79.0,New York Knicks,75.0,Box Score,,19763.0,
174,"Sat, Nov 25, 2000",7:30 pm,Atlanta Hawks,92.0,Orlando Magic,114.0,Box Score,,13043.0,
175,"Sat, Nov 25, 2000",7:00 pm,New Jersey Nets,84.0,Portland Trail Blazers,86.0,Box Score,,20478.0,
176,"Sat, Nov 25, 2000",7:30 pm,Seattle SuperSonics,101.0,Sacramento Kings,125.0,Box Score,,17317.0,
177,"Sat, Nov 25, 2000",7:30 pm,Philadelphia 76ers,76.0,San Antonio Spurs,96.0,Box Score,,33046.0,
178,"Sat, Nov 25, 2000",8:00 pm,Milwaukee Bucks,100.0,Washington Wizards,107.0,Box Score,,13157.0,
179,"Sun, Nov 26, 2000",12:30 pm,Vancouver Grizzlies,98.0,Boston Celtics,87.0,Box Score,,11551.0,
180,"Sun, Nov 26, 2000",7:00 pm,Utah Jazz,94.0,Detroit Pistons,79.0,Box Score,,12943.0,
181,"Sun, Nov 26, 2000",3:00 pm,Chicago Bulls,89.0,Toronto Raptors,101.0,Box Score,,19800.0,
182,"Mon, Nov 27, 2000",7:30 pm,Los Angeles Lakers,98.0,Los Angeles Clippers,83.0,Box Score,,20039.0,
183,"Mon, Nov 27, 2000",7:30 pm,Vancouver Grizzlies,72.0,New York Knicks,97.0,Box Score,,19763.0,
184,"Mon, Nov 27, 2000",7:30 pm,Milwaukee Bucks,104.0,Orlando Magic,95.0,Box Score,,12841.0,
185,"Tue, Nov 28, 2000",7:30 pm,Minnesota Timberwolves,96.0,Chicago Bulls,76.0,Box Score,,22204.0,
186,"Tue, Nov 28, 2000",7:30 pm,Boston Celtics,87.0,Cleveland Cavaliers,72.0,Box Score,,14879.0,
187,"Tue, Nov 28, 2000",7:00 pm,Toronto Raptors,93.0,Dallas Mavericks,107.0,Box Score,,16016.0,
188,"Tue, Nov 28, 2000",7:30 pm,Sacramento Kings,88.0,Houston Rockets,81.0,Box Score,,11813.0,
189,"Tue, Nov 28, 2000",7:30 pm,Indiana Pacers,107.0,Los Angeles Lakers,124.0,Box Score,,18997.0,
190,"Tue, Nov 28, 2000",7:30 pm,Milwaukee Bucks,102.0,Miami Heat,101.0,Box Score,,14863.0,
191,"Tue, Nov 28, 2000",7:30 pm,Utah Jazz,98.0,New Jersey Nets,92.0,Box Score,,12204.0,
192,"Tue, Nov 28, 2000",7:00 pm,Seattle SuperSonics,105.0,Portland Trail Blazers,93.0,Box Score,,19980.0,
193,"Tue, Nov 28, 2000",7:00 pm,Atlanta Hawks,102.0,Washington Wizards,75.0,Box Score,,11583.0,
194,"Wed, Nov 29, 2000",7:30 pm,Toronto Raptors,79.0,Charlotte Hornets,103.0,Box Score,,12255.0,
195,"Wed, Nov 29, 2000",7:30 pm,New Jersey Nets,76.0,Detroit Pistons,97.0,Box Score,,11497.0,
196,"Wed, Nov 29, 2000",7:30 pm,Golden State Warriors,83.0,Los Angeles Clippers,106.0,Box Score,,10130.0,
197,"Wed, Nov 29, 2000",7:00 pm,Denver Nuggets,107.0,Minnesota Timberwolves,100.0,Box Score,,15227.0,
198,"Wed, Nov 29, 2000",8:00 pm,Miami Heat,84.0,New York Knicks,81.0,Box Score,,19763.0,
199,"Wed, Nov 29, 2000",7:30 pm,Utah Jazz,88.0,Orlando Magic,86.0,Box Score,,13645.0,
200,"Wed, Nov 29, 2000",7:00 pm,Washington Wizards,87.0,Philadelphia 76ers,93.0,Box Score,,16263.0,
201,"Wed, Nov 29, 2000",7:30 pm,Sacramento Kings,79.0,San Antonio Spurs,82.0,Box Score,,17341.0,
202,"Wed, Nov 29, 2000",7:00 pm,Phoenix Suns,106.0,Vancouver Grizzlies,109.0,Box Score,2OT,12314.0,
203,"Thu, Nov 30, 2000",7:30 pm,Chicago Bulls,91.0,Atlanta Hawks,82.0,Box Score,,10956.0,
204,"Thu, Nov 30, 2000",7:00 pm,Houston Rockets,109.0,Denver Nuggets,105.0,Box Score,OT,13684.0,
205,"Thu, Nov 30, 2000",7:30 pm,Indiana Pacers,95.0,Golden State Warriors,99.0,Box Score,,13149.0,
