,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1, , .1,Attend.,Notes
9,"Wed, Nov 2, 2016",7:30 pm,Los Angeles Lakers,123.0,Atlanta Hawks,116.0,Box Score,,13800.0,
10,"Wed, Nov 2, 2016",8:00 pm,Chicago Bulls,100.0,Boston Celtics,107.0,Box Score,,18624.0,
11,"Wed, Nov 2, 2016",7:30 pm,Detroit Pistons,101.0,Brooklyn Nets,109.0,Box Score,,13650.0,
12,"Wed, Nov 2, 2016",7:00 pm,Philadelphia 76ers,93.0,Charlotte Hornets,109.0,Box Score,,15275.0,
13,"Wed, Nov 2, 2016",10:30 pm,Oklahoma City Thunder,85.0,Los Angeles Clippers,83.0,Box Score,,19060.0,
14,"Wed, Nov 2, 2016",8:00 pm,New Orleans Pelicans,83.0,Memphis Grizzlies,89.0,Box Score,OT,15881.0,
15,"Wed, Nov 2, 2016",7:30 pm,Houston Rockets,118.0,New York Knicks,99.0,Box Score,,19812.0,
16,"Wed, Nov 2, 2016",10:00 pm,Portland Trail Blazers,115.0,Phoenix Suns,118.0,Box Score,OT,17284.0,
17,"Wed, Nov 2, 2016",9:00 pm,Dallas Mavericks,81.0,Utah Jazz,97.0,Box Score,,19318.0,
18,"Wed, Nov 2, 2016",7:00 pm,Toronto Raptors,113.0,Washington Wizards,103.0,Box Score,,19581.0,
19,"Thu, Nov 3, 2016",8:00 pm,Boston Celtics,122.0,Cleveland Cavaliers,128.0,Box Score,,20562.0,
20,"Thu, Nov 3, 2016",10:30 pm,Oklahoma City Thunder,96.0,Golden State Warriors,122.0,Box Score,,19596.0,
21,"Thu, Nov 3, 2016",8:00 pm,Indiana Pacers,107.0,Milwaukee Bucks,125.0,Box Score,,11374.0,
22,"Thu, Nov 3, 2016",8:00 pm,Denver Nuggets,102.0,Minnesota Timberwolves,99.0,Box Score,,11219.0,
23,"Thu, Nov 3, 2016",7:00 pm,Sacramento Kings,94.0,Orlando Magic,102.0,Box Score,,17026.0,
24,"Fri, Nov 4, 2016",7:30 pm,Charlotte Hornets,99.0,Brooklyn Nets,95.0,Box Score,,15775.0,
25,"Fri, Nov 4, 2016",8:00 pm,New York Knicks,117.0,Chicago Bulls,104.0,Box Score,,22376.0,
26,"Fri, Nov 4, 2016",8:30 pm,Portland Trail Blazers,105.0,Dallas Mavericks,95.0,Box Score,,19475.0,
27,"Fri, Nov 4, 2016",10:30 pm,Golden State Warriors,97.0,Los Angeles Lakers,117.0,Box Score,,18997.0,
28,"Fri, Nov 4, 2016",8:00 pm,Los Angeles Clippers,99.0,Memphis Grizzlies,88.0,Box Score,,17115.0,
29,"Fri, Nov 4, 2016",8:00 pm,Phoenix Suns,112.0,New Orleans Pelicans,111.0,Box Score,OT,15379.0,
30,"Fri, Nov 4, 2016",7:30 pm,Miami Heat,87.0,Toronto Raptors,96.0,Box Score,,19800.0,
31,"Fri, Nov 4, 2016",9:00 pm,San Antonio Spurs,100.0,Utah Jazz,86.0,Box Score,,19911.0,
32,"Fri, Nov 4, 2016",7:00 pm,Atlanta Hawks,92.0,Washington Wizards,95.0,Box Score,,14663.0,
33,"Sat, Nov 5, 2016",7:30 pm,Houston Rockets,97.0,Atlanta Hawks,112.0,Box Score,,16895.0,
34,"Sat, Nov 5, 2016",7:00 pm,Denver Nuggets,86.0,Detroit Pistons,103.0,Box Score,,16218.0,
35,"Sat, Nov 5, 2016",7:00 pm,Chicago Bulls,94.0,Indiana Pacers,111.0,Box Score,,17020.0,
36,"Sat, Nov 5, 2016",8:00 pm,Sacramento Kings,91.0,Milwaukee Bucks,117.0,Box Score,,16021.0,
37,"Sat, Nov 5, 2016",6:00 pm,Minnesota Timberwolves,92.0,Oklahoma City Thunder,112.0,Box Score,,18203.0,
38,"Sat, Nov 5, 2016",7:00 pm,Washington Wizards,86.0,Orlando Magic,88.0,Box Score,,18846.0,
39,"Sat, Nov 5, 2016",7:00 pm,Cleveland Cavaliers,102.0,Philadelphia 76ers,101.0,Box Score,,20497.0,
40,"Sat, Nov 5, 2016",8:30 pm,Los Angeles Clippers,116.0,San Antonio Spurs,92.0,Box Score,,18418.0,
41,"Sun, Nov 6, 2016",7:30 pm,Denver Nuggets,123.0,Boston Celtics,107.0,Box Score,,17452.0,
42,"Sun, Nov 6, 2016",7:00 pm,Milwaukee Bucks,75.0,Dallas Mavericks,86.0,Box Score,OT,19345.0,
43,"Sun, Nov 6, 2016",9:30 pm,Phoenix Suns,108.0,Los Angeles Lakers,119.0,Box Score,,18997.0,
44,"Sun, Nov 6, 2016",3:30 pm,Portland Trail Blazers,100.0,Memphis Grizzlies,94.0,Box Score,,16233.0,
45,"Sun, Nov 6, 2016",12:00 pm,Utah Jazz,114.0,New York Knicks,109.0,Box Score,,19812.0,
46,"Sun, Nov 6, 2016",6:00 pm,Sacramento Kings,96.0,Toronto Raptors,91.0,Box Score,,19800.0,
47,"Mon, Nov 7, 2016",8:00 pm,Orlando Magic,80.0,Chicago Bulls,112.0,Box Score,,21320.0,
48,"Mon, Nov 7, 2016",7:00 pm,Indiana Pacers,100.0,Charlotte Hornets,122.0,Box Score,,16880.0,
49,"Mon, Nov 7, 2016",10:30 pm,New Orleans Pelicans,106.0,Golden State Warriors,116.0,Box Score,,19596.0,
50,"Mon, Nov 7, 2016",10:30 pm,Detroit Pistons,82.0,Los Angeles Clippers,114.0,Box Score,,19060.0,
51,"Mon, Nov 7, 2016",8:00 pm,Miami Heat,85.0,Oklahoma City Thunder,97.0,Box Score,,18203.0,
52,"Mon, Nov 7, 2016",7:00 pm,Utah Jazz,109.0,Philadelphia 76ers,84.0,Box Score,,14168.0,
53,"Mon, Nov 7, 2016",7:00 pm,Houston Rockets,114.0,Washington Wizards,106.0,Box Score,,13173.0,
54,"Tue, Nov 8, 2016",7:30 pm,Minnesota Timberwolves,110.0,Brooklyn Nets,119.0,Box Score,,13610.0,
55,"Tue, Nov 8, 2016",7:00 pm,Atlanta Hawks,110.0,Cleveland Cavaliers,106.0,Box Score,,20562.0,
56,"Tue, Nov 8, 2016",10:30 pm,Dallas Mavericks,109.0,Los Angeles Lakers,97.0,Box Score,,18997.0,
57,"Tue, Nov 8, 2016",8:00 pm,Denver Nuggets,107.0,Memphis Grizzlies,108.0,Box Score,,15109.0,
58,"Tue, Nov 8, 2016",10:00 pm,Phoenix Suns,121.0,Portland Trail Blazers,124.0,Box Score,,19239.0,
59,"Tue, Nov 8, 2016",10:30 pm,New Orleans Pelicans,94.0,Sacramento Kings,102.0,Box Score,,17608.0,
60,"Wed, Nov 9, 2016",7:30 pm,Chicago Bulls,107.0,Atlanta Hawks,115.0,Box Score,,16354.0,
61,"Wed, Nov 9, 2016",7:00 pm,Utah Jazz,98.0,Charlotte Hornets,104.0,Box Score,,15712.0,
62,"Wed, Nov 9, 2016",10:30 pm,Dallas Mavericks,95.0,Golden State Warriors,116.0,Box Score,,19596.0,
63,"Wed, Nov 9, 2016",7:00 pm,Philadelphia 76ers,115.0,Indiana Pacers,122.0,Box Score,OT,15360.0,
64,"Wed, Nov 9, 2016",10:30 pm,Portland Trail Blazers,80.0,Los Angeles Clippers,111.0,Box Score,,19060.0,
65,"Wed, Nov 9, 2016",7:00 pm,Brooklyn Nets,96.0,New York Knicks,110.0,Box Score,,19812.0,
66,"Wed, Nov 9, 2016",8:00 pm,Toronto Raptors,112.0,Oklahoma City Thunder,102.0,Box Score,,18203.0,
67,"Wed, Nov 9, 2016",7:00 pm,Minnesota Timberwolves,123.0,Orlando Magic,107.0,Box Score,,17102.0,
68,"Wed, Nov 9, 2016",9:00 pm,Detroit Pistons,100.0,Phoenix Suns,107.0,Box Score,,16719.0,
69,"Wed, Nov 9, 2016",9:30 pm,Houston Rockets,101.0,San Antonio Spurs,99.0,Box Score,,18418.0,
70,"Wed, Nov 9, 2016",7:00 pm,Boston Celtics,93.0,Washington Wizards,118.0,Box Score,,12675.0,
71,"Thu, Nov 10, 2016",9:00 pm,Golden State Warriors,125.0,Denver Nuggets,101.0,Box Score,,17569.0,
72,"Thu, Nov 10, 2016",8:00 pm,Chicago Bulls,98.0,Miami Heat,95.0,Box Score,,19600.0,
73,"Thu, Nov 10, 2016",8:00 pm,New Orleans Pelicans,112.0,Milwaukee Bucks,106.0,Box Score,,12159.0,
74,"Thu, Nov 10, 2016",10:30 pm,Los Angeles Lakers,101.0,Sacramento Kings,91.0,Box Score,,17608.0,
75,"Fri, Nov 11, 2016",7:30 pm,New York Knicks,87.0,Boston Celtics,115.0,Box Score,,18624.0,
76,"Fri, Nov 11, 2016",7:00 pm,Toronto Raptors,113.0,Charlotte Hornets,111.0,Box Score,,18107.0,
77,"Fri, Nov 11, 2016",8:00 pm,Los Angeles Clippers,110.0,Oklahoma City Thunder,108.0,Box Score,,18203.0,
78,"Fri, Nov 11, 2016",7:00 pm,Utah Jazz,87.0,Orlando Magic,74.0,Box Score,,18846.0,
79,"Fri, Nov 11, 2016",7:00 pm,Indiana Pacers,105.0,Philadelphia 76ers,109.0,Box Score,OT,17643.0,
80,"Fri, Nov 11, 2016",10:00 pm,Sacramento Kings,120.0,Portland Trail Blazers,122.0,Box Score,OT,19918.0,
81,"Fri, Nov 11, 2016",8:30 pm,Detroit Pistons,86.0,San Antonio Spurs,96.0,Box Score,,18418.0,
82,"Fri, Nov 11, 2016",7:00 pm,Cleveland Cavaliers,105.0,Washington Wizards,94.0,Box Score,,20356.0,
83,"Sat, Nov 12, 2016",7:30 pm,Philadelphia 76ers,96.0,Atlanta Hawks,117.0,Box Score,,17399.0,
84,"Sat, Nov 12, 2016",8:00 pm,Washington Wizards,95.0,Chicago Bulls,106.0,Box Score,,21962.0,
85,"Sat, Nov 12, 2016",9:00 pm,Detroit Pistons,106.0,Denver Nuggets,95.0,Box Score,,13997.0,
86,"Sat, Nov 12, 2016",8:00 pm,San Antonio Spurs,106.0,Houston Rockets,100.0,Box Score,,18055.0,
87,"Sat, Nov 12, 2016",7:00 pm,Boston Celtics,105.0,Indiana Pacers,99.0,Box Score,,17923.0,
88,"Sat, Nov 12, 2016",8:00 pm,Utah Jazz,102.0,Miami Heat,91.0,Box Score,,19600.0,
89,"Sat, Nov 12, 2016",8:30 pm,Memphis Grizzlies,96.0,Milwaukee Bucks,106.0,Box Score,,14327.0,
90,"Sat, Nov 12, 2016",8:00 pm,Los Angeles Clippers,119.0,Minnesota Timberwolves,105.0,Box Score,,14494.0,
91,"Sat, Nov 12, 2016",7:00 pm,Los Angeles Lakers,126.0,New Orleans Pelicans,99.0,Box Score,,17138.0,
92,"Sat, Nov 12, 2016",9:00 pm,Brooklyn Nets,122.0,Phoenix Suns,104.0,Box Score,,17126.0,
93,"Sat, Nov 12, 2016",7:30 pm,New York Knicks,107.0,Toronto Raptors,118.0,Box Score,,19800.0,
94,"Sun, Nov 13, 2016",3:30 pm,Charlotte Hornets,93.0,Cleveland Cavaliers,100.0,Box Score,,20562.0,
95,"Sun, Nov 13, 2016",8:00 pm,Phoenix Suns,120.0,Golden State Warriors,133.0,Box Score,,19596.0,
96,"Sun, Nov 13, 2016",7:00 pm,Los Angeles Lakers,99.0,Minnesota Timberwolves,125.0,Box Score,,14432.0,
97,"Sun, Nov 13, 2016",7:00 pm,Orlando Magic,119.0,Oklahoma City Thunder,117.0,Box Score,,18203.0,
98,"Sun, Nov 13, 2016",9:00 pm,Denver Nuggets,105.0,Portland Trail Blazers,112.0,Box Score,,19362.0,
99,"Mon, Nov 14, 2016",7:30 pm,Oklahoma City Thunder,88.0,Detroit Pistons,104.0,Box Score,,14172.0,
100,"Mon, Nov 14, 2016",8:00 pm,Philadelphia 76ers,88.0,Houston Rockets,115.0,Box Score,,13183.0,
101,"Mon, Nov 14, 2016",7:00 pm,Orlando Magic,69.0,Indiana Pacers,88.0,Box Score,,14825.0,
102,"Mon, Nov 14, 2016",10:30 pm,Brooklyn Nets,95.0,Los Angeles Clippers,127.0,Box Score,,19060.0,
103,"Mon, Nov 14, 2016",8:00 pm,Boston Celtics,105.0,New Orleans Pelicans,106.0,Box Score,,15001.0,
104,"Mon, Nov 14, 2016",7:30 pm,Dallas Mavericks,77.0,New York Knicks,93.0,Box Score,,19812.0,
105,"Mon, Nov 14, 2016",8:30 pm,Miami Heat,90.0,San Antonio Spurs,94.0,Box Score,,18418.0,
106,"Mon, Nov 14, 2016",9:00 pm,Memphis Grizzlies,102.0,Utah Jazz,96.0,Box Score,,18176.0,
107,"Tue, Nov 15, 2016",7:00 pm,Toronto Raptors,117.0,Cleveland Cavaliers,121.0,Box Score,,20562.0,
108,"Tue, Nov 15, 2016",10:30 pm,Brooklyn Nets,118.0,Los Angeles Lakers,125.0,Box Score,,18426.0,
109,"Tue, Nov 15, 2016",7:30 pm,Atlanta Hawks,93.0,Miami Heat,90.0,Box Score,,19600.0,
110,"Tue, Nov 15, 2016",8:00 pm,Charlotte Hornets,115.0,Minnesota Timberwolves,108.0,Box Score,,10349.0,
111,"Tue, Nov 15, 2016",10:00 pm,Chicago Bulls,113.0,Portland Trail Blazers,88.0,Box Score,,19393.0,
112,"Wed, Nov 16, 2016",7:30 pm,Milwaukee Bucks,100.0,Atlanta Hawks,107.0,Box Score,,14656.0,
113,"Wed, Nov 16, 2016",7:30 pm,Dallas Mavericks,83.0,Boston Celtics,90.0,Box Score,,18624.0,
114,"Wed, Nov 16, 2016",9:00 pm,Phoenix Suns,104.0,Denver Nuggets,120.0,Box Score,,10247.0,
115,"Wed, Nov 16, 2016",7:00 pm,Cleveland Cavaliers,93.0,Indiana Pacers,103.0,Box Score,,17022.0,
116,"Wed, Nov 16, 2016",10:30 pm,Memphis Grizzlies,111.0,Los Angeles Clippers,107.0,Box Score,,19060.0,
117,"Wed, Nov 16, 2016",7:30 pm,Detroit Pistons,102.0,New York Knicks,105.0,Box Score,,19812.0,
118,"Wed, Nov 16, 2016",8:00 pm,Houston Rockets,103.0,Oklahoma City Thunder,105.0,Box Score,,18203.0,
119,"Wed, Nov 16, 2016",7:00 pm,New Orleans Pelicans,82.0,Orlando Magic,89.0,Box Score,,16127.0,
120,"Wed, Nov 16, 2016",7:00 pm,Washington Wizards,102.0,Philadelphia 76ers,109.0,Box Score,,14863.0,
121,"Wed, Nov 16, 2016",10:30 pm,San Antonio Spurs,110.0,Sacramento Kings,105.0,Box Score,,17608.0,
122,"Wed, Nov 16, 2016",8:00 pm,Golden State Warriors,127.0,Toronto Raptors,121.0,Box Score,,21050.0,
123,"Thu, Nov 17, 2016",8:00 pm,Portland Trail Blazers,109.0,Houston Rockets,126.0,Box Score,,15550.0,
124,"Thu, Nov 17, 2016",7:30 pm,Milwaukee Bucks,73.0,Miami Heat,96.0,Box Score,,19600.0,
125,"Thu, Nov 17, 2016",8:00 pm,Philadelphia 76ers,86.0,Minnesota Timberwolves,110.0,Box Score,,16866.0,
126,"Thu, Nov 17, 2016",10:30 pm,Chicago Bulls,85.0,Utah Jazz,77.0,Box Score,,19911.0,
127,"Thu, Nov 17, 2016",7:00 pm,New York Knicks,112.0,Washington Wizards,119.0,Box Score,,16704.0,
128,"Fri, Nov 18, 2016",8:00 pm,Golden State Warriors,104.0,Boston Celtics,88.0,Box Score,,18624.0,
129,"Fri, Nov 18, 2016",7:00 pm,Atlanta Hawks,96.0,Charlotte Hornets,100.0,Box Score,,17989.0,
130,"Fri, Nov 18, 2016",7:30 pm,Detroit Pistons,81.0,Cleveland Cavaliers,104.0,Box Score,,20562.0,
131,"Fri, Nov 18, 2016",8:30 pm,Memphis Grizzlies,80.0,Dallas Mavericks,64.0,Box Score,,19715.0,
132,"Fri, Nov 18, 2016",9:00 pm,Toronto Raptors,113.0,Denver Nuggets,111.0,Box Score,OT,12476.0,
133,"Fri, Nov 18, 2016",7:00 pm,Phoenix Suns,116.0,Indiana Pacers,96.0,Box Score,,16780.0,
134,"Fri, Nov 18, 2016",10:30 pm,San Antonio Spurs,116.0,Los Angeles Lakers,107.0,Box Score,,18997.0,
135,"Fri, Nov 18, 2016",8:00 pm,Portland Trail Blazers,101.0,New Orleans Pelicans,113.0,Box Score,,15552.0,
136,"Fri, Nov 18, 2016",8:00 pm,Brooklyn Nets,105.0,Oklahoma City Thunder,124.0,Box Score,,18203.0,
137,"Fri, Nov 18, 2016",10:30 pm,Los Angeles Clippers,121.0,Sacramento Kings,115.0,Box Score,,17608.0,
138,"Sat, Nov 19, 2016",7:00 pm,Boston Celtics,94.0,Detroit Pistons,92.0,Box Score,,16107.0,
139,"Sat, Nov 19, 2016",5:00 pm,Utah Jazz,102.0,Houston Rockets,111.0,Box Score,,14760.0,
140,"Sat, Nov 19, 2016",10:30 pm,Chicago Bulls,95.0,Los Angeles Clippers,102.0,Box Score,,19060.0,
141,"Sat, Nov 19, 2016",8:00 pm,Minnesota Timberwolves,71.0,Memphis Grizzlies,93.0,Box Score,,17112.0,
142,"Sat, Nov 19, 2016",8:30 pm,Golden State Warriors,124.0,Milwaukee Bucks,121.0,Box Score,,18717.0,
143,"Sat, Nov 19, 2016",7:00 pm,Charlotte Hornets,116.0,New Orleans Pelicans,121.0,Box Score,OT,15739.0,
144,"Sat, Nov 19, 2016",7:00 pm,Dallas Mavericks,87.0,Orlando Magic,95.0,Box Score,,18846.0,
145,"Sat, Nov 19, 2016",7:30 pm,Phoenix Suns,105.0,Philadelphia 76ers,120.0,Box Score,,18125.0,
146,"Sat, Nov 19, 2016",7:00 pm,Miami Heat,114.0,Washington Wizards,111.0,Box Score,,15848.0,
147,"Sun, Nov 20, 2016",3:30 pm,Portland Trail Blazers,129.0,Brooklyn Nets,109.0,Box Score,,16608.0,
148,"Sun, Nov 20, 2016",9:00 pm,Utah Jazz,91.0,Denver Nuggets,105.0,Box Score,,12565.0,
149,"Sun, Nov 20, 2016",9:30 pm,Chicago Bulls,118.0,Los Angeles Lakers,110.0,Box Score,,18997.0,
150,"Sun, Nov 20, 2016",12:00 pm,Atlanta Hawks,94.0,New York Knicks,104.0,Box Score,,19812.0,
151,"Sun, Nov 20, 2016",7:00 pm,Indiana Pacers,115.0,Oklahoma City Thunder,111.0,Box Score,OT,18203.0,
152,"Sun, Nov 20, 2016",9:00 pm,Toronto Raptors,99.0,Sacramento Kings,102.0,Box Score,,17608.0,
153,"Mon, Nov 21, 2016",7:00 pm,Memphis Grizzlies,105.0,Charlotte Hornets,90.0,Box Score,,14181.0,
154,"Mon, Nov 21, 2016",7:30 pm,Houston Rockets,99.0,Detroit Pistons,96.0,Box Score,,13632.0,
155,"Mon, Nov 21, 2016",7:00 pm,Golden State Warriors,120.0,Indiana Pacers,83.0,Box Score,,17923.0,
156,"Mon, Nov 21, 2016",10:30 pm,Toronto Raptors,115.0,Los Angeles Clippers,123.0,Box Score,,19060.0,
157,"Mon, Nov 21, 2016",8:00 pm,Orlando Magic,89.0,Milwaukee Bucks,93.0,Box Score,,12306.0,
158,"Mon, Nov 21, 2016",8:00 pm,Boston Celtics,99.0,Minnesota Timberwolves,93.0,Box Score,,13167.0,
159,"Mon, Nov 21, 2016",7:00 pm,Miami Heat,94.0,Philadelphia 76ers,101.0,Box Score,,16477.0,
160,"Mon, Nov 21, 2016",8:30 pm,Dallas Mavericks,91.0,San Antonio Spurs,96.0,Box Score,,18418.0,
161,"Mon, Nov 21, 2016",7:00 pm,Phoenix Suns,101.0,Washington Wizards,106.0,Box Score,,12790.0,
162,"Tue, Nov 22, 2016",7:30 pm,New Orleans Pelicans,112.0,Atlanta Hawks,94.0,Box Score,,19120.0,
163,"Tue, Nov 22, 2016",9:00 pm,Chicago Bulls,107.0,Denver Nuggets,110.0,Box Score,,14328.0,
164,"Tue, Nov 22, 2016",10:30 pm,Oklahoma City Thunder,109.0,Los Angeles Lakers,111.0,Box Score,,18997.0,
165,"Tue, Nov 22, 2016",7:30 pm,Portland Trail Blazers,103.0,New York Knicks,107.0,Box Score,,19812.0,
166,"Wed, Nov 23, 2016",7:30 pm,Boston Celtics,111.0,Brooklyn Nets,92.0,Box Score,,16210.0,
167,"Wed, Nov 23, 2016",7:00 pm,San Antonio Spurs,119.0,Charlotte Hornets,114.0,Box Score,,18515.0,
168,"Wed, Nov 23, 2016",7:00 pm,Portland Trail Blazers,125.0,Cleveland Cavaliers,137.0,Box Score,,20562.0,
169,"Wed, Nov 23, 2016",8:30 pm,Los Angeles Clippers,124.0,Dallas Mavericks,104.0,Box Score,,20042.0,
170,"Wed, Nov 23, 2016",7:30 pm,Miami Heat,84.0,Detroit Pistons,107.0,Box Score,,14520.0,
171,"Wed, Nov 23, 2016",10:30 pm,Los Angeles Lakers,106.0,Golden State Warriors,149.0,Box Score,,19596.0,
172,"Wed, Nov 23, 2016",8:00 pm,Toronto Raptors,115.0,Houston Rockets,102.0,Box Score,,18055.0,
173,"Wed, Nov 23, 2016",7:00 pm,Atlanta Hawks,96.0,Indiana Pacers,85.0,Box Score,,16032.0,
