,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1, , .1,Attend.,Notes
0,"Fri, Nov 4, 1994",Indiana Pacers,94.0,Atlanta Hawks,92.0,Box Score,,12568.0,
1,"Fri, Nov 4, 1994",New York Knicks,120.0,Boston Celtics,107.0,Box Score,,14890.0,
2,"Fri, Nov 4, 1994",Charlotte Hornets,83.0,Chicago Bulls,89.0,Box Score,,22313.0,
3,"Fri, Nov 4, 1994",Minnesota Timberwolves,108.0,Denver Nuggets,130.0,Box Score,,17171.0,
4,"Fri, Nov 4, 1994",Los Angeles Lakers,115.0,Detroit Pistons,98.0,Box Score,,21454.0,
5,"Fri, Nov 4, 1994",New Jersey Nets,86.0,Houston Rockets,90.0,Box Score,,16611.0,
6,"Fri, Nov 4, 1994",Portland Trail Blazers,121.0,Los Angeles Clippers,100.0,Box Score,,14229.0,"at Yokohama, Japan"
7,"Fri, Nov 4, 1994",Milwaukee Bucks,91.0,Philadelphia 76ers,86.0,Box Score,,16114.0,
8,"Fri, Nov 4, 1994",Phoenix Suns,89.0,Sacramento Kings,107.0,Box Score,,17317.0,
9,"Fri, Nov 4, 1994",Golden State Warriors,123.0,San Antonio Spurs,118.0,Box Score,,30542.0,
10,"Fri, Nov 4, 1994",Miami Heat,108.0,Utah Jazz,119.0,Box Score,,19911.0,
11,"Fri, Nov 4, 1994",Orlando Magic,108.0,Washington Bullets,110.0,Box Score,,18756.0,
12,"Sat, Nov 5, 1994",Detroit Pistons,114.0,Atlanta Hawks,109.0,Box Score,OT,11587.0,
13,"Sat, Nov 5, 1994",Cleveland Cavaliers,115.0,Charlotte Hornets,107.0,Box Score,,23698.0,
14,"Sat, Nov 5, 1994",Washington Bullets,100.0,Chicago Bulls,99.0,Box Score,OT,22186.0,
15,"Sat, Nov 5, 1994",New Jersey Nets,103.0,Dallas Mavericks,112.0,Box Score,,17502.0,
16,"Sat, Nov 5, 1994",Golden State Warriors,108.0,Denver Nuggets,104.0,Box Score,,17171.0,
17,"Sat, Nov 5, 1994",Boston Celtics,103.0,Indiana Pacers,112.0,Box Score,,16532.0,
18,"Sat, Nov 5, 1994",Los Angeles Lakers,96.0,Milwaukee Bucks,97.0,Box Score,,18633.0,
19,"Sat, Nov 5, 1994",Houston Rockets,115.0,Minnesota Timberwolves,85.0,Box Score,,16578.0,
20,"Sat, Nov 5, 1994",Philadelphia 76ers,107.0,Orlando Magic,122.0,Box Score,,16010.0,
21,"Sat, Nov 5, 1994",Los Angeles Clippers,95.0,Portland Trail Blazers,112.0,Box Score,,14239.0,"at Yokohama, Japan"
22,"Sat, Nov 5, 1994",Utah Jazz,103.0,Seattle SuperSonics,110.0,Box Score,,16324.0,
23,"Sun, Nov 6, 1994",Miami Heat,107.0,Phoenix Suns,119.0,Box Score,,19023.0,
24,"Mon, Nov 7, 1994",Philadelphia 76ers,83.0,Chicago Bulls,98.0,Box Score,,22122.0,
25,"Mon, Nov 7, 1994",New Jersey Nets,96.0,San Antonio Spurs,105.0,Box Score,,13805.0,
26,"Mon, Nov 7, 1994",Atlanta Hawks,86.0,Utah Jazz,104.0,Box Score,,18661.0,
27,"Tue, Nov 8, 1994",Houston Rockets,100.0,Cleveland Cavaliers,98.0,Box Score,,20562.0,
28,"Tue, Nov 8, 1994",Denver Nuggets,115.0,Dallas Mavericks,107.0,Box Score,,12526.0,
29,"Tue, Nov 8, 1994",Minnesota Timberwolves,112.0,Detroit Pistons,126.0,Box Score,,13424.0,
30,"Tue, Nov 8, 1994",Miami Heat,114.0,Golden State Warriors,121.0,Box Score,,15025.0,
31,"Tue, Nov 8, 1994",Los Angeles Lakers,113.0,New York Knicks,117.0,Box Score,,19763.0,
32,"Wed, Nov 9, 1994",Orlando Magic,130.0,Charlotte Hornets,128.0,Box Score,OT,23698.0,
33,"Wed, Nov 9, 1994",Houston Rockets,109.0,Indiana Pacers,104.0,Box Score,,15258.0,
34,"Wed, Nov 9, 1994",Los Angeles Lakers,122.0,Minnesota Timberwolves,99.0,Box Score,,15892.0,
35,"Wed, Nov 9, 1994",Chicago Bulls,109.0,New Jersey Nets,110.0,Box Score,,20049.0,
36,"Wed, Nov 9, 1994",Washington Bullets,97.0,Philadelphia 76ers,98.0,Box Score,,6811.0,
37,"Wed, Nov 9, 1994",Atlanta Hawks,102.0,Phoenix Suns,106.0,Box Score,,19023.0,
38,"Wed, Nov 9, 1994",Utah Jazz,101.0,San Antonio Spurs,109.0,Box Score,,14354.0,
39,"Wed, Nov 9, 1994",Sacramento Kings,108.0,Seattle SuperSonics,100.0,Box Score,,16352.0,
40,"Thu, Nov 10, 1994",Milwaukee Bucks,88.0,Cleveland Cavaliers,108.0,Box Score,,19203.0,
41,"Thu, Nov 10, 1994",Indiana Pacers,110.0,Detroit Pistons,112.0,Box Score,,15355.0,
42,"Thu, Nov 10, 1994",Atlanta Hawks,108.0,Los Angeles Clippers,91.0,Box Score,,8188.0,
43,"Thu, Nov 10, 1994",Orlando Magic,99.0,New York Knicks,101.0,Box Score,,19763.0,
44,"Thu, Nov 10, 1994",Portland Trail Blazers,104.0,Sacramento Kings,84.0,Box Score,,17317.0,
45,"Fri, Nov 11, 1994",Houston Rockets,102.0,Boston Celtics,82.0,Box Score,,14890.0,
46,"Fri, Nov 11, 1994",Denver Nuggets,124.0,Los Angeles Lakers,117.0,Box Score,OT,16950.0,
47,"Fri, Nov 11, 1994",Charlotte Hornets,123.0,Milwaukee Bucks,115.0,Box Score,,16236.0,
48,"Fri, Nov 11, 1994",Chicago Bulls,112.0,Minnesota Timberwolves,100.0,Box Score,,15109.0,
49,"Fri, Nov 11, 1994",Dallas Mavericks,107.0,Philadelphia 76ers,100.0,Box Score,,10121.0,
50,"Fri, Nov 11, 1994",Phoenix Suns,123.0,Seattle SuperSonics,129.0,Box Score,,16352.0,
51,"Fri, Nov 11, 1994",Golden State Warriors,112.0,Utah Jazz,104.0,Box Score,,19783.0,
52,"Fri, Nov 11, 1994",New Jersey Nets,91.0,Washington Bullets,104.0,Box Score,,10711.0,
53,"Sat, Nov 12, 1994",Detroit Pistons,100.0,Charlotte Hornets,113.0,Box Score,,23698.0,
54,"Sat, Nov 12, 1994",Dallas Mavericks,124.0,Chicago Bulls,120.0,Box Score,OT,22195.0,
