,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1, , .1,Attend.,Notes
0,"Tue, Oct 17, 2017",8:01 pm,Boston Celtics,99.0,Cleveland Cavaliers,102.0,Box Score,,20562.0,
1,"Tue, Oct 17, 2017",10:30 pm,Houston Rockets,122.0,Golden State Warriors,121.0,Box Score,,19596.0,
2,"Wed, Oct 18, 2017",7:30 pm,Milwaukee Bucks,108.0,Boston Celtics,100.0,Box Score,,18624.0,
3,"Wed, Oct 18, 2017",8:30 pm,Atlanta Hawks,117.0,Dallas Mavericks,111.0,Box Score,,19709.0,
4,"Wed, Oct 18, 2017",7:00 pm,Charlotte Hornets,90.0,Detroit Pistons,102.0,Box Score,,20491.0,
5,"Wed, Oct 18, 2017",7:00 pm,Brooklyn Nets,131.0,Indiana Pacers,140.0,Box Score,,15008.0,
6,"Wed, Oct 18, 2017",8:00 pm,New Orleans Pelicans,91.0,Memphis Grizzlies,103.0,Box Score,,17794.0,
7,"Wed, Oct 18, 2017",7:00 pm,Miami Heat,109.0,Orlando Magic,116.0,Box Score,,18846.0,
8,"Wed, Oct 18, 2017",10:00 pm,Portland Trail Blazers,124.0,Phoenix Suns,76.0,Box Score,,18055.0,
9,"Wed, Oct 18, 2017",10:00 pm,Houston Rockets,105.0,Sacramento Kings,100.0,Box Score,,17583.0,
10,"Wed, Oct 18, 2017",9:30 pm,Minnesota Timberwolves,99.0,San Antonio Spurs,107.0,Box Score,,18418.0,
11,"Wed, Oct 18, 2017",9:00 pm,Denver Nuggets,96.0,Utah Jazz,106.0,Box Score,,17588.0,
12,"Wed, Oct 18, 2017",7:00 pm,Philadelphia 76ers,115.0,Washington Wizards,120.0,Box Score,,20356.0,
13,"Thu, Oct 19, 2017",10:30 pm,Los Angeles Clippers,108.0,Los Angeles Lakers,92.0,Box Score,,18997.0,
14,"Thu, Oct 19, 2017",8:00 pm,New York Knicks,84.0,Oklahoma City Thunder,105.0,Box Score,,18203.0,
15,"Thu, Oct 19, 2017",7:30 pm,Chicago Bulls,100.0,Toronto Raptors,117.0,Box Score,,19800.0,
16,"Fri, Oct 20, 2017",7:30 pm,Orlando Magic,121.0,Brooklyn Nets,126.0,Box Score,,16144.0,
17,"Fri, Oct 20, 2017",7:00 pm,Atlanta Hawks,91.0,Charlotte Hornets,109.0,Box Score,,18417.0,
18,"Fri, Oct 20, 2017",8:30 pm,Sacramento Kings,93.0,Dallas Mavericks,88.0,Box Score,,19273.0,
19,"Fri, Oct 20, 2017",7:00 pm,Portland Trail Blazers,114.0,Indiana Pacers,96.0,Box Score,,15325.0,
20,"Fri, Oct 20, 2017",7:00 pm,Cleveland Cavaliers,116.0,Milwaukee Bucks,97.0,Box Score,,18717.0,
21,"Fri, Oct 20, 2017",8:00 pm,Utah Jazz,97.0,Minnesota Timberwolves,100.0,Box Score,,18978.0,
22,"Fri, Oct 20, 2017",9:30 pm,Golden State Warriors,128.0,New Orleans Pelicans,120.0,Box Score,,18171.0,
23,"Fri, Oct 20, 2017",7:00 pm,Boston Celtics,102.0,Philadelphia 76ers,92.0,Box Score,,20816.0,
24,"Fri, Oct 20, 2017",10:00 pm,Los Angeles Lakers,132.0,Phoenix Suns,130.0,Box Score,,18055.0,
25,"Fri, Oct 20, 2017",7:00 pm,Detroit Pistons,111.0,Washington Wizards,115.0,Box Score,,16337.0,
26,"Sat, Oct 21, 2017",8:00 pm,San Antonio Spurs,87.0,Chicago Bulls,77.0,Box Score,,21640.0,
27,"Sat, Oct 21, 2017",8:00 pm,Orlando Magic,114.0,Cleveland Cavaliers,93.0,Box Score,,20562.0,
28,"Sat, Oct 21, 2017",9:00 pm,Sacramento Kings,79.0,Denver Nuggets,96.0,Box Score,,19520.0,
29,"Sat, Oct 21, 2017",8:00 pm,Dallas Mavericks,91.0,Houston Rockets,107.0,Box Score,,18055.0,
30,"Sat, Oct 21, 2017",10:30 pm,Phoenix Suns,88.0,Los Angeles Clippers,130.0,Box Score,,19068.0,
31,"Sat, Oct 21, 2017",8:00 pm,Golden State Warriors,101.0,Memphis Grizzlies,111.0,Box Score,,17794.0,
32,"Sat, Oct 21, 2017",8:00 pm,Indiana Pacers,108.0,Miami Heat,112.0,Box Score,,19600.0,
33,"Sat, Oct 21, 2017",8:30 pm,Portland Trail Blazers,110.0,Milwaukee Bucks,113.0,Box Score,,16211.0,
34,"Sat, Oct 21, 2017",8:00 pm,Detroit Pistons,111.0,New York Knicks,107.0,Box Score,,19812.0,
35,"Sat, Oct 21, 2017",7:30 pm,Philadelphia 76ers,94.0,Toronto Raptors,128.0,Box Score,,19800.0,
36,"Sat, Oct 21, 2017",9:00 pm,Oklahoma City Thunder,87.0,Utah Jazz,96.0,Box Score,,18300.0,
37,"Sun, Oct 22, 2017",3:30 pm,Atlanta Hawks,104.0,Brooklyn Nets,116.0,Box Score,,13917.0,
38,"Sun, Oct 22, 2017",9:30 pm,New Orleans Pelicans,119.0,Los Angeles Lakers,112.0,Box Score,,18997.0,
39,"Sun, Oct 22, 2017",7:00 pm,Minnesota Timberwolves,115.0,Oklahoma City Thunder,113.0,Box Score,,18203.0,
40,"Mon, Oct 23, 2017",8:30 pm,Golden State Warriors,133.0,Dallas Mavericks,103.0,Box Score,,19875.0,
41,"Mon, Oct 23, 2017",9:00 pm,Washington Wizards,109.0,Denver Nuggets,104.0,Box Score,,14294.0,
42,"Mon, Oct 23, 2017",7:00 pm,Philadelphia 76ers,97.0,Detroit Pistons,86.0,Box Score,,13709.0,
43,"Mon, Oct 23, 2017",8:00 pm,Memphis Grizzlies,98.0,Houston Rockets,90.0,Box Score,,17129.0,
44,"Mon, Oct 23, 2017",7:30 pm,Atlanta Hawks,93.0,Miami Heat,104.0,Box Score,,19600.0,
45,"Mon, Oct 23, 2017",8:00 pm,Charlotte Hornets,94.0,Milwaukee Bucks,103.0,Box Score,,12887.0,
46,"Mon, Oct 23, 2017",10:00 pm,Sacramento Kings,115.0,Phoenix Suns,117.0,Box Score,,14903.0,
47,"Mon, Oct 23, 2017",8:30 pm,Toronto Raptors,97.0,San Antonio Spurs,101.0,Box Score,,18418.0,
48,"Tue, Oct 24, 2017",7:30 pm,New York Knicks,89.0,Boston Celtics,110.0,Box Score,,18624.0,
49,"Tue, Oct 24, 2017",7:00 pm,Chicago Bulls,112.0,Cleveland Cavaliers,119.0,Box Score,,20562.0,
50,"Tue, Oct 24, 2017",10:30 pm,Utah Jazz,84.0,Los Angeles Clippers,102.0,Box Score,,16607.0,
51,"Tue, Oct 24, 2017",8:00 pm,Indiana Pacers,130.0,Minnesota Timberwolves,107.0,Box Score,,14353.0,
52,"Tue, Oct 24, 2017",7:00 pm,Brooklyn Nets,121.0,Orlando Magic,125.0,Box Score,,16015.0,
53,"Tue, Oct 24, 2017",10:00 pm,New Orleans Pelicans,93.0,Portland Trail Blazers,103.0,Box Score,,19446.0,
54,"Wed, Oct 25, 2017",7:30 pm,Cleveland Cavaliers,107.0,Brooklyn Nets,112.0,Box Score,,17732.0,
55,"Wed, Oct 25, 2017",7:00 pm,Denver Nuggets,93.0,Charlotte Hornets,110.0,Box Score,,14253.0,
56,"Wed, Oct 25, 2017",8:30 pm,Memphis Grizzlies,94.0,Dallas Mavericks,103.0,Box Score,,19674.0,
